loc_rowid,pl_name,hostname,sy_snum,sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_age,st_vsin
1,11 Com b,11 Com,2,1,4874,13.76,2.09,-0.26,1.97823,,
2,11 Com b,11 Com,2,1,,,2.6,,,,
3,11 Com b,11 Com,2,1,4742,19,2.7,-0.35,2.243,,1.2
4,11 UMi b,11 UMi,1,1,,,1.7,,,,
5,11 UMi b,11 UMi,1,1,4340,24.08,1.8,0.04,,1.56,1.5
6,11 UMi b,11 UMi,1,1,4213,29.79,2.78,-0.02,,,
7,14 And b,14 And,1,1,4813,11,2.2,-0.24,1.763,,2.6
8,14 And b,14 And,1,1,4888,11.55,1.78,-0.21,1.83992,,
9,14 And b,14 And,1,1,,,1.2,,,,
10,14 Her b,14 Her,1,2,,,,,,,
11,14 Her b,14 Her,1,2,,,0.91,,,,
12,14 Her b,14 Her,1,2,5255,,0.9,0.51,-0.15,3.9,1
13,14 Her b,14 Her,1,2,,,0.9,,,,
14,14 Her b,14 Her,1,2,5338,0.93,0.9,0.41,,,
15,14 Her b,14 Her,1,2,5280,1.00235,0.91,0.4,-0.15273,,
16,14 Her b,14 Her,1,2,5314.94,0.995819,0.969205,0.4052,,,
17,14 Her b,14 Her,1,2,,,1,0.35,,,
18,16 Cyg B b,16 Cyg B,3,1,,,,,,,
19,16 Cyg B b,16 Cyg B,3,1,5747,1.12827,1.03,0.06,0.09729,,
20,16 Cyg B b,16 Cyg B,3,1,5711.97,1.159464,0.982996,0.0739,,,
21,16 Cyg B b,16 Cyg B,3,1,5760,,1,0.05,,,2.7
22,16 Cyg B b,16 Cyg B,3,1,5750,1.13,1.08,0.06,,,
23,16 Cyg B b,16 Cyg B,3,1,5674,,0.99,0.038,,,2.18
24,17 Sco b,17 Sco,1,1,4157,25.92,1.22,-0.01,2.25435,5.13,3.98
25,18 Del b,18 Del,2,1,,,2.1,,,,
26,18 Del b,18 Del,2,1,4980,8.8,2.1,-0.06,1.63367,,
27,18 Del b,18 Del,2,1,4979,8.5,2.3,-0.052,1.602,,
28,1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,4060,,0.85,,-0.37,0.005,
29,1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,3993,1.31316,0.623,,-0.40347,,
30,1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,4060,1.352,0.85,,,0.005,
31,1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,4060,,0.85,,-0.37,0.01,
32,24 Boo b,24 Boo,1,1,4816,12.19,1.05,-0.78,1.87691,,
33,24 Boo b,24 Boo,1,1,4893,10.64,0.99,-0.77,1.77415,6.92,3.36
34,24 Sex b,24 Sex,1,2,5098,4.9,1.54,-0.03,1.164,2.7,2.77
35,24 Sex c,24 Sex,1,2,5098,4.9,1.54,-0.03,1.164,2.7,2.77
36,2M0437 b,2MASS J04372171+2651014,1,1,3100,0.84,0.17,0.01,-1.16368,0.0025,22.54
37,2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,2,1,,,0.19,,,0.03,
38,2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,3309,0.36645,0.353185,,-1.83849,,
39,2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,3530,,0.4,,-1.72,0.12,
40,2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,3064,0.281,0.108,,-2.23,0.035,6.5
41,2MASS J0249-0557 c,2MASS J0249-0557 A,2,1,,,0.046,,-2.59,0.022,
42,2MASS J03590986+2009361 b,2MASS J03590986+2009361,1,1,,,,,,,
43,2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,,,0.019,,,0.001,
44,2MASS J11011926-7732383 b,2MASS J11011926-7732383,1,1,,,,,,,
45,2MASS J11550485-7919108 b,2MASS J11550485-7919108,1,1,,,,,,,
46,2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,2825,0.21887,0.188001,,-2.56086,,
47,2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,,,0.024,,,0.008,
48,2MASS J19383260+4603591 b,2MASS J19383260+4603591,2,3,,,0.48,,,,
49,2MASS J19383260+4603591 b,2MASS J19383260+4603591,2,3,29564,0.203,0.48,,,,
50,2MASS J21252752-8138278 b,2MASS J21252752-8138278,1,1,,,,,,,
51,2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,1,4045,,0.6,,,0.12,
52,30 Ari B b,30 Ari B,4,1,6331,1.41,1.93,0.19,,,
53,30 Ari B b,30 Ari B,4,1,6300,1.13,1.16,0.245,,0.91,38.3
54,30 Ari B b,30 Ari B,4,1,,1.13,1.16,,,,
55,4 UMa b,4 UMa,1,1,4415,18.11,1.234,-0.25,,4.604,
56,4 UMa b,4 UMa,1,1,4415,18.11,1.234,-0.25,,4.604,
57,47 UMa b,47 UMa,1,3,5872,1.21334,1.06,0.04,0.1978,,
58,47 UMa b,47 UMa,1,3,,,,,,,
59,47 UMa b,47 UMa,1,3,5882,,1.063,0.04,,,2.8
60,47 UMa b,47 UMa,1,3,,,,,,,
61,47 UMa b,47 UMa,1,3,5829.16,1.136537,1.005192,0.0256,,,
62,47 UMa c,47 UMa,1,3,5872,1.21334,1.06,0.04,0.1978,,
63,47 UMa c,47 UMa,1,3,,,,,,,
64,47 UMa c,47 UMa,1,3,5829.16,1.136537,1.005192,0.0256,,,
65,47 UMa d,47 UMa,1,3,5872,1.21334,1.06,0.04,0.1978,,
66,47 UMa d,47 UMa,1,3,5829.16,1.136537,1.005192,0.0256,,,
67,51 Eri b,51 Eri,3,1,,,1.75,,,,
68,51 Eri b,51 Eri,3,1,,,1.75,-0.027,0.85,0.02,
69,51 Eri b,51 Eri,3,1,7295,1.48726,1.65,,0.75157,,
70,51 Eri b,51 Eri,3,1,7295,1.48726,1.65,,0.75157,,
71,51 Peg b,51 Peg,1,1,,,1.04,,,,
72,51 Peg b,51 Peg,1,1,5758,1.17561,1.03,0.18,0.13631,,
73,51 Peg b,51 Peg,1,1,5773,1.29,,0.2,,10,2.2
74,51 Peg b,51 Peg,1,1,5760.76,1.186744,1.069296,0.2058,,,
75,51 Peg b,51 Peg,1,1,,,,,,,
76,55 Cnc b,55 Cnc,2,5,,,0.95,0.27,,5.5,
77,55 Cnc b,55 Cnc,2,5,,,0.95,,,,
78,55 Cnc b,55 Cnc,2,5,,,,,,,
79,55 Cnc b,55 Cnc,2,5,5172,0.943,0.905,0.35,,,1.23
80,55 Cnc b,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
81,55 Cnc b,55 Cnc,2,5,5317.89,0.964411,0.974708,0.3833,,,
82,55 Cnc b,55 Cnc,2,5,5200,,0.85,0.23,,5,2
83,55 Cnc b,55 Cnc,2,5,,,,,,,
84,55 Cnc b,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
85,55 Cnc b,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
86,55 Cnc b,55 Cnc,2,5,,,0.95,,,,
87,55 Cnc b,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
88,55 Cnc c,55 Cnc,2,5,,,0.95,,,,
89,55 Cnc c,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
90,55 Cnc c,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
91,55 Cnc c,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
92,55 Cnc c,55 Cnc,2,5,,,0.95,,,,
93,55 Cnc c,55 Cnc,2,5,5172,0.943,0.905,0.35,,,1.23
94,55 Cnc c,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
95,55 Cnc c,55 Cnc,2,5,5317.89,0.964411,0.974708,0.3833,,,
96,55 Cnc d,55 Cnc,2,5,,,0.95,,,,
97,55 Cnc d,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
98,55 Cnc d,55 Cnc,2,5,,,,,,,
99,55 Cnc d,55 Cnc,2,5,,,0.95,,,,
100,55 Cnc d,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
101,55 Cnc d,55 Cnc,2,5,,,0.95,0.27,,5.5,
102,55 Cnc d,55 Cnc,2,5,5317.89,0.964411,0.974708,0.3833,,,
103,55 Cnc d,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
104,55 Cnc d,55 Cnc,2,5,5172,0.943,0.905,0.35,,,1.23
105,55 Cnc d,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
106,55 Cnc e,55 Cnc,2,5,5317.89,0.964411,0.974708,0.3833,,,
107,55 Cnc e,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
108,55 Cnc e,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
109,55 Cnc e,55 Cnc,2,5,,0.943,0.963,,,,
110,55 Cnc e,55 Cnc,2,5,,,,,,,
111,55 Cnc e,55 Cnc,2,5,,0.98,1.015,,,,
112,55 Cnc e,55 Cnc,2,5,5250,0.963515,,,,,
113,55 Cnc e,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
114,55 Cnc e,55 Cnc,2,5,,,0.95,,,,
115,55 Cnc e,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
116,55 Cnc e,55 Cnc,2,5,5172,0.954,0.873,0.35,,,
117,55 Cnc e,55 Cnc,2,5,,,,,,,3.3
118,55 Cnc e,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
119,55 Cnc e,55 Cnc,2,5,5234,0.943,0.905,0.31,,,
120,55 Cnc e,55 Cnc,2,5,5172,0.943,0.905,0.35,,,1.23
121,55 Cnc e,55 Cnc,2,5,5272,0.943,0.905,0.37,,,2
122,55 Cnc e,55 Cnc,2,5,5234,0.943,0.905,0.31,,,
123,55 Cnc e,55 Cnc,2,5,,,0.95,,,,
124,55 Cnc e,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
125,55 Cnc f,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
126,55 Cnc f,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
127,55 Cnc f,55 Cnc,2,5,,,0.95,,,,
128,55 Cnc f,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
129,55 Cnc f,55 Cnc,2,5,5250,0.963515,0.9,0.35,-0.19695,,
130,55 Cnc f,55 Cnc,2,5,5317.89,0.964411,0.974708,0.3833,,,
131,55 Cnc f,55 Cnc,2,5,5172,0.943,0.905,0.35,,,1.23
132,6 Lyn b,6 Lyn,1,1,4938,5.2,1.44,,,,
133,6 Lyn b,6 Lyn,1,1,,5.2,1.82,,,,
134,6 Lyn b,6 Lyn,1,1,4941,4.94,1.32,-0.17,1.1186,,
135,6 Lyn b,6 Lyn,1,1,4978,5.2,1.7,-0.13,1.176,,1.32
136,61 Vir b,61 Vir,1,3,5585.57,1.03251,0.914072,0.0275,,,
137,61 Vir b,61 Vir,1,3,5577,0.963,0.942,-0.01,-0.095,8.96,1.9
138,61 Vir c,61 Vir,1,3,5585.57,1.03251,0.914072,0.0275,,,
139,61 Vir c,61 Vir,1,3,5577,0.963,0.942,-0.01,-0.095,8.96,1.9
140,61 Vir d,61 Vir,1,3,5577,0.963,0.942,-0.01,-0.095,8.96,1.9
141,7 CMa b,7 CMa,1,2,4792,2.3,1.52,0.21,1.053,,1.15
142,7 CMa b,7 CMa,1,2,4794.52,4.90843,,0.0882,,,
143,7 CMa b,7 CMa,1,2,4826,4.87,1.34,0.21,1.06258,4.3,
144,7 CMa b,7 CMa,1,2,,5.198,1.439,,1.121,,
145,7 CMa c,7 CMa,1,2,4826,4.87,1.34,0.21,1.06258,4.3,
146,7 CMa c,7 CMa,1,2,,5.198,1.439,,1.121,,
147,70 Vir b,70 Vir,1,1,,,,,,,
148,70 Vir b,70 Vir,1,1,5545,,1.11,-0.012,,8,2.68
149,70 Vir b,70 Vir,1,1,5531,1.84,1.14,-0.06,,,
150,70 Vir b,70 Vir,1,1,5481.86,1.921943,1.06055,-0.0402,,,
151,70 Vir b,70 Vir,1,1,5495,1.89,1.09,,,,
152,70 Vir b,70 Vir,1,1,5439,1.94,1.09,-0.09,0.4513,7.77,1.56
153,75 Cet b,75 Cet,2,2,4809,10.38,1.92,0.1,1.7145,,
154,75 Cet b,75 Cet,2,2,4846,10.5,2.49,0,1.73,,1.77
155,75 Cet c,75 Cet,2,2,4809,10.38,1.92,0.1,1.7145,,
156,8 UMi b,8 UMi,1,1,4847.4,9.9,1.8,-0.03,,1.7,3.6
157,8 UMi b,8 UMi,1,1,4847,10.3,1.44,-0.03,,,
158,81 Cet b,81 Cet,1,1,,,1.6,,,,
159,81 Cet b,81 Cet,1,1,4734,11.21,1.23,-0.11,1.76027,,
160,81 Cet b,81 Cet,1,1,4785,11,2.4,-0.06,1.778,,1.8
161,91 Aqr b,91 Aqr,3,1,4665,11,1.4,-0.03,,3.56,3.9
162,AB Aur b,AB Aur,1,1,9770,,2.4,,1.77085,0.003,
163,AB Pic b,AB Pic,1,1,,,,,,0.03,
164,AF Lep b,AF Lep,1,1,6130,1.25,1.2,0.19,,0.024,50
165,AF Lep b,AF Lep,1,1,6140,,1.13,,,0.024,
166,AF Lep b,AF Lep,1,1,6100,1.25,1.201,,,0.024,54.7
167,AT2021ueyL b,AT2021ueyL,1,1,3680,,0.49,,,,
168,AU Mic b,AU Mic,1,4,3700,0.75,0.5,,-1.04576,0.022,7.8
169,AU Mic b,AU Mic,1,4,,0.75,,,,,
170,AU Mic b,AU Mic,1,4,3588,0.698009,,,,,
171,AU Mic b,AU Mic,1,4,,,0.5,,,,
172,AU Mic b,AU Mic,1,4,,,,,,,9.23
173,AU Mic b,AU Mic,1,4,3665,0.82,0.6,0.12,-0.99,0.0185,8.5
174,AU Mic b,AU Mic,1,4,3700,0.75,0.5,,,0.022,
175,AU Mic b,AU Mic,1,4,3678,0.744,0.51,0.23,-1.0381,0.0201,
176,AU Mic b,AU Mic,1,4,3700,0.75,0.5,,-1.04576,0.022,7.8
177,AU Mic b,AU Mic,1,4,3665,0.82,0.6,0.12,-0.99,0.0185,8.5
178,AU Mic b,AU Mic,1,4,3700,0.75,0.5,,-1.04576,0.022,8.7
179,AU Mic c,AU Mic,1,4,3665,0.82,0.6,0.12,-0.99,0.0185,8.5
180,AU Mic c,AU Mic,1,4,3665,0.82,0.6,0.12,-0.99,0.0185,8.5
181,AU Mic c,AU Mic,1,4,3678,0.744,0.51,0.23,-1.0381,0.0201,
182,AU Mic c,AU Mic,1,4,,,0.5,,,,
183,AU Mic c,AU Mic,1,4,3700,0.75,0.5,,-1.04576,0.022,7.8
184,AU Mic c,AU Mic,1,4,3700,0.75,0.5,,,0.022,
185,AU Mic c,AU Mic,1,4,,0.75,,,,,
186,AU Mic d,AU Mic,1,4,3678,0.744,0.51,0.23,-1.0381,0.0201,
187,AU Mic e,AU Mic,1,4,3665,0.82,0.6,0.12,-0.99,0.0185,8.5
188,AU Mic e,AU Mic,1,4,3665,0.82,0.6,0.12,-0.99,0.0185,8.5
189,BD+03 2562 b,BD+03 2562,1,1,4095,32.35,1.14,-0.71,2.7,5.2,2.7
190,BD+05 4868 A b,BD+05 4868 A,2,1,4596,0.69,0.7,-0.05,-0.7167,11.1,3
191,BD+14 4559 b,BD+14 4559,1,1,5008,0.95,0.86,0.1,-0.32,,2.5
192,BD+14 4559 b,BD+14 4559,1,1,4864,0.86,0.49,0.17,,,
193,BD+15 2375 b,BD+15 2375,1,1,4649,8.95,1.08,-0.22,1.57,7.41,2.5
194,BD+15 2940 b,BD+15 2940,1,1,4796,14.7,1.1,0.28,2.01,7.1,2.3
195,BD+20 2457 b,BD+20 2457,1,2,4259,71.02,10.83,-0.79,,,
196,BD+20 2457 b,BD+20 2457,1,2,4137,49,2.8,-1,3.17,,2.5
197,BD+20 2457 c,BD+20 2457,1,2,4137,49,2.8,-1,3.17,,2.5
198,BD+20 274 b,BD+20 274,1,1,4296,17.3,0.8,-0.46,1.96,,2
199,BD+20 594 b,BD+20 594,1,1,5703,0.956122,0.963861,-0.06,,,
200,BD+20 594 b,BD+20 594,1,1,5766,0.928,0.961,-0.15,-0.05552,3.34,3.3
201,BD+20 594 b,BD+20 594,1,1,5766,1.08,1.67,-0.15,,,
202,BD+45 564 b,BD+45 564,1,1,5004,,0.81,-0.09,,,2
203,BD+48 738 b,BD+48 738,1,1,4414,11,0.74,-0.2,1.69,,1
204,BD+48 740 b,BD+48 740,1,1,4534,10.33,1.09,-0.13,1.64,,0.7
205,BD+49 828 b,BD+49 828,1,1,4943,7.6,1.52,-0.19,1.47,2.34,1.7
206,BD+55 362 b,BD+55 362,1,1,5012,,0.909,0.18,,,2
207,BD+60 1417 b,BD+60 1417,1,1,4993,0.797,1,,0.35595,0.1,11
208,BD+63 1405 b,BD+63 1405,1,1,5000,,0.816,-0.09,,,2.1
209,BD+63 1405 b,BD+63 1405,1,1,5000,,0.816,-0.09,,,
210,BD-06 1339 b,BD-06 1339,1,2,4324,,0.7,-0.14,-1.022,4.4,0.57
211,BD-06 1339 c,BD-06 1339,1,2,4324,,0.7,-0.14,-1.022,4.4,0.57
212,BD-08 2823 b,BD-08 2823,1,2,4816,0.71,0.5,-0.06,,,
213,BD-08 2823 b,BD-08 2823,1,2,4746,,0.74,-0.07,,4.5,1.4
214,BD-08 2823 c,BD-08 2823,1,2,4746,,0.74,-0.07,,4.5,1.4
215,BD-10 3166 b,BD-10 3166,1,1,5393,0.91,1.47,0.38,,,
216,BD-10 3166 b,BD-10 3166,1,1,5382.64,0.969745,0.999531,0.37,,,
217,BD-10 3166 b,BD-10 3166,1,1,5400,,1.1,0.5,,,
218,BD-10 3166 b,BD-10 3166,1,1,5393,,1.01,0.382,,,0.92
219,BD-11 4672 b,BD-11 4672,1,2,4550,0.639,0.651,-0.35,-0.8041,7.4,1
220,BD-11 4672 b,BD-11 4672,1,2,4475,0.52,0.571,-0.48,,4.4,2
221,BD-11 4672 c,BD-11 4672,1,2,4550,0.639,0.651,-0.35,-0.8041,7.4,1
222,BD-13 2130 b,BD-13 2130,1,1,,,2.4,,,0.74,
223,BD-13 2130 b,BD-13 2130,1,1,4545,19.17,2.12,-0.08,,,
224,BD-14 3065 b,BD-14 3065 A,3,1,6935,2.35,1.41,-0.34,1.06,2.24,22
225,BD-14 3065 b,BD-14 3065 A,3,1,6736.9,2.61,,,,,
226,BD-17 63 b,BD-17 63,1,1,4714,0.69,0.74,-0.03,-0.678,4.3,1.5
227,BD-17 63 b,BD-17 63,1,1,,,0.741,,,,
228,BD-17 63 b,BD-17 63,1,1,4665,0.74,0.31,0.01,,,
229,BD-17 63 b,BD-17 63,1,1,,,,,,,
230,BD-210397 b,BD-210397,1,2,4051,0.747,0.679,0.12,-0.86967,6.2,1
231,BD-210397 c,BD-210397,1,2,4051,0.747,0.679,0.12,-0.86967,6.2,1
232,BD-210397 c,BD-210397,1,2,,,0.69,,,4,3.2
233,BEBOP-3 b,BEBOP-3,2,1,6033,1.414,1.083,-0.02,,,2
234,Barnard b,Barnard's star,1,4,3195,0.185,0.162,-0.56,-2.44977,,
235,Barnard b,Barnard's star,1,4,3195,0.185,0.162,-0.56,-2.44977,,
236,Barnard c,Barnard's star,1,4,3195,0.185,0.162,-0.56,-2.44977,,
237,Barnard d,Barnard's star,1,4,3195,0.185,0.162,-0.56,-2.44977,,
238,Barnard e,Barnard's star,1,4,3195,0.185,0.162,-0.56,-2.44977,,
239,CD Cet b,CD Cet,1,1,3130,0.175,0.161,0.13,-2.53254,3,2
240,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,580.5,,0.021,,,,
241,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,2320,0.245,0.0147,,-2.85,0.003,
242,CHXR 73 b,CHXR 73,1,1,,,0.35,,,0.002,
243,CI Tau c,CI Tau,1,1,,,,,,,
244,COCONUTS-2 b,COCONUTS-2 A,1,1,3406,0.388,0.37,0,-1.732,0.475,
245,COCONUTS-2 b,COCONUTS-2 A,1,1,3406,0.388,0.37,0,-1.732,0.475,
246,CT Cha b,CT Cha,1,1,,,,,,0.002,
247,CoRoT-1 b,CoRoT-1,1,1,,,,,,,
248,CoRoT-1 b,CoRoT-1,1,1,5950,1.29,,,,,
249,CoRoT-1 b,CoRoT-1,1,1,6298,1.23,1.22,0.06,,1.6,5.2
250,CoRoT-1 b,CoRoT-1,1,1,5950,,,-0.3,,,
251,CoRoT-1 b,CoRoT-1,1,1,5950,1.11,0.95,-0.3,,,5.2
252,CoRoT-1 b,CoRoT-1,1,1,5950,1.131,0.95,-0.3,,7.8,
253,CoRoT-1 b,CoRoT-1,1,1,5950,1.14,1.03,,,,5.2
254,CoRoT-10 b,CoRoT-10,1,1,5075,0.79,0.89,0.26,,3,2
255,CoRoT-10 b,CoRoT-10,1,1,5025,0.548929,,,,,
256,CoRoT-10 b,CoRoT-10,1,1,5075,0.79,0.89,0.26,,3,2
257,CoRoT-10 b,CoRoT-10,1,1,5075,0.743,0.904,0.26,,0.1,
258,CoRoT-11 b,CoRoT-11,1,1,,1.33,1.23,,,2,38.47
259,CoRoT-11 b,CoRoT-11,1,1,6343,1.58601,,,,,
260,CoRoT-11 b,CoRoT-11,1,1,6440,1.37,1.27,-0.03,,2,40
261,CoRoT-11 b,CoRoT-11,1,1,6440,1.374,1.26,-0.03,,2,
262,CoRoT-11 b,CoRoT-11,1,1,6343,1.36,1.56,0.04,,,36.72
263,CoRoT-11 b,CoRoT-11,1,1,6440,1.37,1.27,-0.03,,2,40
264,CoRoT-11 b,CoRoT-11,1,1,6440,1.37,1.27,-0.03,,2,40
265,CoRoT-12 b,CoRoT-12,1,1,5675,1.03674,,,,,
266,CoRoT-12 b,CoRoT-12,1,1,,1.049,1,,0.07,6.17,
267,CoRoT-12 b,CoRoT-12,1,1,5675,1.116,1.078,0.16,,6.3,1
268,CoRoT-12 b,CoRoT-12,1,1,5675,1.116,1.078,0.16,,6.3,1
269,CoRoT-12 b,CoRoT-12,1,1,5675,1.116,1.078,0.16,,6.3,1
270,CoRoT-12 b,CoRoT-12,1,1,5675,1.046,1.018,0.16,,5.8,
271,CoRoT-13 b,CoRoT-13,1,1,5945,1.01,1.09,0.01,,1.635,4
272,CoRoT-13 b,CoRoT-13,1,1,5945,1.01,1.09,0.01,,1.635,4
273,CoRoT-13 b,CoRoT-13,1,1,5945,1.13707,,,,,
274,CoRoT-13 b,CoRoT-13,1,1,5945,1.274,1.086,0.01,,5.8,
275,CoRoT-13 b,CoRoT-13,1,1,5945,1.01,1.09,0.01,,1.6,4
276,CoRoT-14 b,CoRoT-14,1,1,6035,1.19,1.125,0.05,,3.7,
277,CoRoT-14 b,CoRoT-14,1,1,6035,1.21,1.13,0.05,,4.2,9
278,CoRoT-14 b,CoRoT-14,1,1,6040,1.21,1.13,0.05,,4.2,9
279,CoRoT-16 b,CoRoT-16,1,1,5650,1.19,1.098,0.19,,6.73,1
280,CoRoT-16 b,CoRoT-16,1,1,5650,1.19,1.098,0.19,,6.7,0.5
281,CoRoT-17 b,CoRoT-17,1,1,5740,1.59,1.04,0,,10.7,4.5
282,CoRoT-17 b,CoRoT-17,1,1,5740,1.62,1.043,0,,8,
283,CoRoT-17 b,CoRoT-17,1,1,5740,1.59,1.04,0,,10.7,4.5
284,CoRoT-18 b,CoRoT-18,1,1,,0.883,0.88,,-0.17,6.92,
285,CoRoT-18 b,CoRoT-18,1,1,5440,1,0.95,-0.1,,0.6,8
286,CoRoT-18 b,CoRoT-18,1,1,5440,1,0.95,-0.1,,,8
287,CoRoT-18 b,CoRoT-18,1,1,5440,1,0.95,-0.1,,,8
288,CoRoT-18 b,CoRoT-18,1,1,5440,0.934028,,,,,
289,CoRoT-18 b,CoRoT-18,1,1,5440,0.924,0.861,-0.1,,,
290,CoRoT-19 b,CoRoT-19,1,1,6090,1.6395,,,,,
291,CoRoT-19 b,CoRoT-19,1,1,6090,1.65,1.21,-0.02,0.544,5,6
292,CoRoT-19 b,CoRoT-19,1,1,6090,1.65,1.21,-0.02,0.544,5,6
293,CoRoT-19 b,CoRoT-19,1,1,6090,1.65,1.21,-0.02,,5,6
294,CoRoT-19 b,CoRoT-19,1,1,6090,1.576,1.181,-0.02,,4.9,
295,CoRoT-19 b,CoRoT-19,1,1,6090,1.65,1.21,-0.02,0.544,5,6
296,CoRoT-2 b,CoRoT-2,2,1,,,,,,,
297,CoRoT-2 b,CoRoT-2,2,1,5696,0.907,1.018,0.03,,0.6,
298,CoRoT-2 b,CoRoT-2,2,1,5696,,,0.03,,0.12,8.5
299,CoRoT-2 b,CoRoT-2,2,1,5696,,,0.03,,0.12,8.5
300,CoRoT-2 b,CoRoT-2,2,1,5575,,,-0.04,,,
301,CoRoT-2 b,CoRoT-2,2,1,5598,0.901,0.997,0.04,,1.2,
302,CoRoT-2 b,CoRoT-2,2,1,5529,0.937741,,,,,
303,CoRoT-2 b,CoRoT-2,2,1,5625,0.902,0.97,0,,2.7,11.85
304,CoRoT-2 b,CoRoT-2,2,1,5625,0.906,0.96,,,2.7,10.87
305,CoRoT-2 b,CoRoT-2,2,1,5529,0.937741,0.972,-0.04,-0.13055,,
306,CoRoT-2 b,CoRoT-2,2,1,5625,0.902,0.97,0,,,
307,CoRoT-2 b,CoRoT-2,2,1,,,,,,,
308,CoRoT-20 b,CoRoT-20,1,2,5880,1.02,1.14,0.14,,0.1,4.5
309,CoRoT-20 b,CoRoT-20,1,2,5880,1.29981,,,,,
310,CoRoT-20 b,CoRoT-20,1,2,5880,1.02,1.14,0.14,,0.1,4.5
311,CoRoT-20 b,CoRoT-20,1,2,5880,1.34,1.11,0.14,,5.9,
312,CoRoT-20 b,CoRoT-20,1,2,,1.16,1.1,,0.17,0.4,
313,CoRoT-20 b,CoRoT-20,1,2,,,1.14,,,,
314,CoRoT-20 c,CoRoT-20,1,2,,,1.14,,,,
315,CoRoT-21 b,CoRoT-21,1,1,6200,1.95,1.29,0,,4.1,11
316,CoRoT-21 b,CoRoT-21,1,1,6200,1.95,1.29,0,,4.1,11
317,CoRoT-22 b,CoRoT-22,1,1,5939,1.136,1.099,0.17,,3.3,4
318,CoRoT-23 b,CoRoT-23,1,1,5900,1.61,1.14,0.05,,7.2,9
319,CoRoT-23 b,CoRoT-23,1,1,5900,1.61,1.14,0.05,,7.2,9
320,CoRoT-23 b,CoRoT-23,1,1,5900,1.74,1.122,0.05,,5.4,
321,CoRoT-24 b,CoRoT-24,1,2,4950,0.86,0.91,0.3,,11,2
322,CoRoT-24 c,CoRoT-24,1,2,4950,0.86,0.91,0.3,,11,2
323,CoRoT-25 b,CoRoT-25,1,1,6040,1.19,1.09,-0.01,,4.5,4.3
324,CoRoT-25 b,CoRoT-25,1,1,6040,1.19,1.09,-0.01,,4.5,4.3
325,CoRoT-26 b,CoRoT-26,1,1,5590,1.79,1.09,0.01,,8.6,2
326,CoRoT-26 b,CoRoT-26,1,1,5590,1.79,1.09,0.01,,8.6,2
327,CoRoT-27 b,CoRoT-27,1,1,5900,1.08,1.05,-0.1,,4.2,4
328,CoRoT-27 b,CoRoT-27,1,1,5900,1.08,1.05,-0.1,,4.21,4
329,CoRoT-28 b,CoRoT-28,1,1,5150,1.78,1.01,0.15,,12,3
330,CoRoT-28 b,CoRoT-28,1,1,5150,1.78,1.01,0.15,,12,3
331,CoRoT-29 b,CoRoT-29,1,1,5260,0.9,0.97,0.2,,4.5,3.5
332,CoRoT-29 b,CoRoT-29,1,1,5260,0.9,0.97,0.2,,4,3.5
333,CoRoT-29 b,CoRoT-29,1,1,5268,1.07719,0.9,,-0.09414,,
