loc_rowid,pl_name,hostname,sy_snum,sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_age,st_vsin
21148,Kepler-244 c,Kepler-244,1,3,5565,0.802,0.879,-0.2,,,
21149,Kepler-244 c,Kepler-244,1,3,5461,0.831792,0.95,,-0.25619,,
21150,Kepler-244 c,Kepler-244,1,3,5273,0.79,0.82,-0.17,,4.79,
21151,Kepler-244 c,Kepler-244,1,3,5498,0.879,,,,,
21152,Kepler-244 c,Kepler-244,1,3,5461,0.831792,0.95,,-0.25619,,
21153,Kepler-244 c,Kepler-244,1,3,5527,0.927,0.956,0.16,,,
21154,Kepler-244 d,Kepler-244,1,3,5554,0.803,,,,,
21155,Kepler-244 d,Kepler-244,1,3,5273,0.79,0.82,-0.17,,4.79,
21156,Kepler-244 d,Kepler-244,1,3,,0.802,0.88,,,,
21157,Kepler-244 d,Kepler-244,1,3,5498,0.857,0.933,0.07,,2.4,
21158,Kepler-244 d,Kepler-244,1,3,5527,0.927,0.956,0.16,,,
21159,Kepler-244 d,Kepler-244,1,3,5461,0.831792,0.95,,-0.25619,,
21160,Kepler-244 d,Kepler-244,1,3,5565,0.802,0.879,-0.2,,,
21161,Kepler-244 d,Kepler-244,1,3,5565,0.802,0.879,-0.2,,,
21162,Kepler-244 d,Kepler-244,1,3,5461,0.831792,0.95,,-0.25619,,
21163,Kepler-244 d,Kepler-244,1,3,5565,0.802,0.879,-0.2,,,
21164,Kepler-244 d,Kepler-244,1,3,5553,0.81,0.91,,,0.5,
21165,Kepler-244 d,Kepler-244,1,3,5461,0.831792,0.95,,-0.25619,,
21166,Kepler-244 d,Kepler-244,1,3,5498,0.879,,,,,
21167,Kepler-245 b,Kepler-245,1,4,5257,0.874,0.804,-0.02,,,
21168,Kepler-245 b,Kepler-245,1,4,,0.795,0.856,,,,
21169,Kepler-245 b,Kepler-245,1,4,5031,0.834548,0.84,,-0.39579,,
21170,Kepler-245 b,Kepler-245,1,4,5174,0.8,0.86,0.05,,3.63,
21171,Kepler-245 b,Kepler-245,1,4,5105,0.794,,,,,
21172,Kepler-245 b,Kepler-245,1,4,5215,0.8,0.777,,,13.4,
21173,Kepler-245 b,Kepler-245,1,4,5105,0.78,0.856,0.12,,3.09,
21174,Kepler-245 b,Kepler-245,1,4,5257,0.874,0.804,-0.02,,,
21175,Kepler-245 b,Kepler-245,1,4,5031,0.834548,0.84,,-0.39579,,
21176,Kepler-245 b,Kepler-245,1,4,5100,0.795,,,,,
21177,Kepler-245 b,Kepler-245,1,4,5257,0.874,0.804,-0.02,,,
21178,Kepler-245 b,Kepler-245,1,4,5103,0.787,0.823,0.04,,,
21179,Kepler-245 b,Kepler-245,1,4,5031,0.834548,0.84,,-0.39579,,
21180,Kepler-245 c,Kepler-245,1,4,5215,0.8,0.777,,,13.4,
21181,Kepler-245 c,Kepler-245,1,4,,0.874,0.8,,,,
21182,Kepler-245 c,Kepler-245,1,4,5031,0.834548,0.84,,-0.39579,,
21183,Kepler-245 c,Kepler-245,1,4,5105,0.78,0.856,0.12,,3.09,
21184,Kepler-245 c,Kepler-245,1,4,,0.795,0.856,,,,
21185,Kepler-245 c,Kepler-245,1,4,5100,0.795,,,,,
21186,Kepler-245 c,Kepler-245,1,4,5031,0.834548,0.84,,-0.39579,,
21187,Kepler-245 c,Kepler-245,1,4,5105,0.794,,,,,
21188,Kepler-245 c,Kepler-245,1,4,5103,0.787,0.823,0.04,,,
21189,Kepler-245 c,Kepler-245,1,4,5257,0.874,0.804,-0.02,,,
21190,Kepler-245 c,Kepler-245,1,4,5174,0.8,0.86,0.05,,3.63,
21191,Kepler-245 c,Kepler-245,1,4,5257,0.874,0.804,-0.02,,,
21192,Kepler-245 c,Kepler-245,1,4,5031,0.834548,0.84,,-0.39579,,
21193,Kepler-245 c,Kepler-245,1,4,5257,0.874,0.804,-0.02,,,
21194,Kepler-245 d,Kepler-245,1,4,5257,0.874,0.804,-0.02,,,
21195,Kepler-245 d,Kepler-245,1,4,5031,0.834548,0.84,,-0.39579,,
21196,Kepler-245 d,Kepler-245,1,4,,0.795,0.856,,,,
21197,Kepler-245 d,Kepler-245,1,4,5031,0.834548,0.84,,-0.39579,,
21198,Kepler-245 d,Kepler-245,1,4,5105,0.794,,,,,
21199,Kepler-245 d,Kepler-245,1,4,5215,0.8,0.777,,,13.4,
21200,Kepler-245 d,Kepler-245,1,4,5100,0.795,,,,,
21201,Kepler-245 d,Kepler-245,1,4,,0.874,0.8,,,,
21202,Kepler-245 d,Kepler-245,1,4,5257,0.874,0.804,-0.02,,,
21203,Kepler-245 d,Kepler-245,1,4,5105,0.78,0.856,0.12,,3.09,
21204,Kepler-245 d,Kepler-245,1,4,5257,0.874,0.804,-0.02,,,
21205,Kepler-245 d,Kepler-245,1,4,5103,0.787,0.823,0.04,,,
21206,Kepler-245 d,Kepler-245,1,4,5174,0.8,0.86,0.05,,3.63,
21207,Kepler-245 e,Kepler-245,1,4,5031,0.834548,0.84,,-0.39579,,
21208,Kepler-245 e,Kepler-245,1,4,5257,0.874,0.804,-0.02,,,
21209,Kepler-245 e,Kepler-245,1,4,,0.795,0.856,,,,
21210,Kepler-245 e,Kepler-245,1,4,5105,0.78,0.856,0.12,,3.09,
21211,Kepler-245 e,Kepler-245,1,4,5257,0.874,0.804,-0.02,,,
21212,Kepler-245 e,Kepler-245,1,4,5257,0.874,0.804,-0.02,,,
21213,Kepler-245 e,Kepler-245,1,4,5031,0.834548,0.84,,-0.39579,,
21214,Kepler-245 e,Kepler-245,1,4,5103,0.787,0.823,0.04,,,
21215,Kepler-245 e,Kepler-245,1,4,5215,0.8,0.777,,,13.4,
21216,Kepler-245 e,Kepler-245,1,4,5105,0.794,,,,,
21217,Kepler-245 e,Kepler-245,1,4,5174,0.8,0.86,0.05,,3.63,
21218,Kepler-246 b,Kepler-246,1,2,5084,0.80085,0.85,,-0.41338,,
21219,Kepler-246 b,Kepler-246,1,2,4986,0.833,0.793,0.16,,,
21220,Kepler-246 b,Kepler-246,1,2,5202,0.811,0.885,0.14,,,
21221,Kepler-246 b,Kepler-246,1,2,5434,0.87,0.9,0.01,,4.57,
21222,Kepler-246 b,Kepler-246,1,2,5084,0.80085,0.85,,-0.41338,,
21223,Kepler-246 b,Kepler-246,1,2,5202,0.811,0.885,0.14,,,
21224,Kepler-246 b,Kepler-246,1,2,5084,0.80085,0.85,,-0.41338,,
21225,Kepler-246 b,Kepler-246,1,2,5206,0.831,,,,,
21226,Kepler-246 b,Kepler-246,1,2,5088,0.757,0.853,0.2,,1.26,
21227,Kepler-246 b,Kepler-246,1,2,5122,0.76,0.759,,,12.6,
21228,Kepler-246 b,Kepler-246,1,2,5088,0.768,,,,,
21229,Kepler-246 b,Kepler-246,1,2,5202,0.811,0.885,0.14,,,
21230,Kepler-246 c,Kepler-246,1,2,5122,0.76,0.759,,,12.6,
21231,Kepler-246 c,Kepler-246,1,2,5206,0.831,,,,,
21232,Kepler-246 c,Kepler-246,1,2,5084,0.80085,0.85,,-0.41338,,
21233,Kepler-246 c,Kepler-246,1,2,5202,0.811,0.885,0.14,,,
21234,Kepler-246 c,Kepler-246,1,2,5084,0.80085,0.85,,-0.41338,,
21235,Kepler-246 c,Kepler-246,1,2,5434,0.87,0.9,0.01,,4.57,
21236,Kepler-246 c,Kepler-246,1,2,5088,0.768,,,,,
21237,Kepler-246 c,Kepler-246,1,2,5202,0.811,0.885,0.14,,,
21238,Kepler-246 c,Kepler-246,1,2,4986,0.833,0.793,0.16,,,
21239,Kepler-246 c,Kepler-246,1,2,5202,0.811,0.885,0.14,,,
21240,Kepler-246 c,Kepler-246,1,2,5088,0.757,0.853,0.2,,1.26,
21241,Kepler-246 c,Kepler-246,1,2,5084,0.80085,0.85,,-0.41338,,
21242,Kepler-247 b,Kepler-247,1,3,5097,0.779,0.891,0.21,,,
21243,Kepler-247 b,Kepler-247,1,3,4929,0.843936,0.81,,-0.42165,,
21244,Kepler-247 b,Kepler-247,1,3,5060,0.788,0.887,0.3,,2.14,
21245,Kepler-247 b,Kepler-247,1,3,5094,0.791,0.884,0.21,,,
21246,Kepler-247 b,Kepler-247,1,3,5060,0.801,,,,,
21247,Kepler-247 b,Kepler-247,1,3,4929,0.843936,0.81,,-0.42165,,
21248,Kepler-247 b,Kepler-247,1,3,5094,0.791,0.884,0.21,,,
21249,Kepler-247 b,Kepler-247,1,3,5094,0.791,0.884,0.21,,,
21250,Kepler-247 b,Kepler-247,1,3,5100,0.768,,,,,
21251,Kepler-247 b,Kepler-247,1,3,4929,0.843936,0.81,,-0.42165,,
21252,Kepler-247 b,Kepler-247,1,3,5130,0.8,0.84,0.05,,4.27,
21253,Kepler-247 b,Kepler-247,1,3,5010,0.68,0.773,,,0.8,
21254,Kepler-247 c,Kepler-247,1,3,4929,0.843936,0.81,,-0.42165,,
21255,Kepler-247 c,Kepler-247,1,3,5060,0.801,,,,,
21256,Kepler-247 c,Kepler-247,1,3,5094,0.791,0.884,0.21,,,
21257,Kepler-247 c,Kepler-247,1,3,5060,0.788,0.887,0.3,,2.14,
21258,Kepler-247 c,Kepler-247,1,3,5130,0.8,0.84,0.05,,4.27,
21259,Kepler-247 c,Kepler-247,1,3,5097,0.779,0.891,0.21,,,
21260,Kepler-247 c,Kepler-247,1,3,4929,0.843936,0.81,,-0.42165,,
21261,Kepler-247 c,Kepler-247,1,3,5100,0.768,,,,,
21262,Kepler-247 c,Kepler-247,1,3,5094,0.791,0.884,0.21,,,
21263,Kepler-247 c,Kepler-247,1,3,4929,0.843936,0.81,,-0.42165,,
21264,Kepler-247 c,Kepler-247,1,3,5010,0.68,0.773,,,0.8,
21265,Kepler-247 c,Kepler-247,1,3,5094,0.791,0.884,0.21,,,
21266,Kepler-247 d,Kepler-247,1,3,5097,0.779,0.891,0.21,,,
21267,Kepler-247 d,Kepler-247,1,3,5060,0.788,0.887,0.3,,2.14,
21268,Kepler-247 d,Kepler-247,1,3,5094,0.791,0.884,0.21,,,
21269,Kepler-247 d,Kepler-247,1,3,4929,0.843936,0.81,,-0.42165,,
21270,Kepler-247 d,Kepler-247,1,3,5010,0.68,0.773,,,0.8,
21271,Kepler-247 d,Kepler-247,1,3,5060,0.801,,,,,
21272,Kepler-247 d,Kepler-247,1,3,5100,0.768,,,,,
21273,Kepler-247 d,Kepler-247,1,3,4929,0.843936,0.81,,-0.42165,,
21274,Kepler-247 d,Kepler-247,1,3,5094,0.791,0.884,0.21,,,
21275,Kepler-247 d,Kepler-247,1,3,5094,0.791,0.884,0.21,,,
21276,Kepler-247 d,Kepler-247,1,3,5130,0.8,0.84,0.05,,4.27,
21277,Kepler-248 b,Kepler-248,1,2,5175,0.768535,0.88,0.18,-0.41834,,
21278,Kepler-248 b,Kepler-248,1,2,5182,0.82,0.9,0.2,,2.34,
21279,Kepler-248 b,Kepler-248,1,2,4973,0.786,,,,,
21280,Kepler-248 b,Kepler-248,1,2,5190,0.831,,,,,
21281,Kepler-248 b,Kepler-248,1,2,5175,0.768535,0.88,0.18,-0.41834,,
21282,Kepler-248 b,Kepler-248,1,2,5191,0.837,0.937,0.34,,,
21283,Kepler-248 b,Kepler-248,1,2,5130,0.837,0.936,0.48,,,
21284,Kepler-248 b,Kepler-248,1,2,5130,0.837,0.936,0.48,,,
21285,Kepler-248 b,Kepler-248,1,2,5175,0.768535,0.88,0.18,-0.41834,,
21286,Kepler-248 b,Kepler-248,1,2,4973,0.773,0.838,0.17,,3.39,
21287,Kepler-248 b,Kepler-248,1,2,5190,0.874,0.915,,,5.2,
21288,Kepler-248 b,Kepler-248,1,2,5130,0.837,0.936,0.48,,,
21289,Kepler-248 c,Kepler-248,1,2,5182,0.82,0.9,0.2,,2.34,
21290,Kepler-248 c,Kepler-248,1,2,5175,0.768535,0.88,0.18,-0.41834,,
21291,Kepler-248 c,Kepler-248,1,2,5130,0.837,0.936,0.48,,,
21292,Kepler-248 c,Kepler-248,1,2,5190,0.831,,,,,
21293,Kepler-248 c,Kepler-248,1,2,4973,0.786,,,,,
21294,Kepler-248 c,Kepler-248,1,2,5130,0.837,0.936,0.48,,,
21295,Kepler-248 c,Kepler-248,1,2,5175,0.768535,0.88,0.18,-0.41834,,
21296,Kepler-248 c,Kepler-248,1,2,5190,0.874,0.915,,,5.2,
21297,Kepler-248 c,Kepler-248,1,2,5175,0.768535,0.88,0.18,-0.41834,,
21298,Kepler-248 c,Kepler-248,1,2,5130,0.837,0.936,0.48,,,
21299,Kepler-248 c,Kepler-248,1,2,4973,0.773,0.838,0.17,,3.39,
21300,Kepler-248 c,Kepler-248,1,2,5191,0.837,0.937,0.34,,,
21301,Kepler-249 b,Kepler-249,1,3,3803,0.492,0.506,,,13.9,
21302,Kepler-249 b,Kepler-249,1,3,3630,0.456,0.481,,-1.49485,,
21303,Kepler-249 b,Kepler-249,1,3,3568,0.42,0.44,0.02,,,
21304,Kepler-249 b,Kepler-249,1,3,3565,0.512,,,,,
21305,Kepler-249 b,Kepler-249,1,3,3587,0.41,0.429,-0.1,,,
21306,Kepler-249 b,Kepler-249,1,3,3635,0.512465,0.510238,,-1.38396,,
21307,Kepler-249 b,Kepler-249,1,3,3568,0.42,0.44,0.02,,,
21308,Kepler-249 b,Kepler-249,1,3,3561,0.411,0.44,0,,,
21309,Kepler-249 b,Kepler-249,1,3,3635,0.512465,0.510238,,-1.38396,,
21310,Kepler-249 b,Kepler-249,1,3,3635,0.512465,0.510238,,-1.38396,,
21311,Kepler-249 b,Kepler-249,1,3,3568,0.482,,,,,
21312,Kepler-249 b,Kepler-249,1,3,3568,0.42,0.44,0.02,,,
21313,Kepler-249 b,Kepler-249,1,3,3632,0.38,0.4,-0.34,,3.09,
21314,Kepler-249 b,Kepler-249,1,3,,,,,,3.86,
21315,Kepler-249 b,Kepler-249,1,3,3635,0.512465,0.510238,,-1.38396,,
21316,Kepler-249 b,Kepler-249,1,3,3568,0.42,0.44,0.02,,,
21317,Kepler-249 c,Kepler-249,1,3,3632,0.38,0.4,-0.34,,3.09,
21318,Kepler-249 c,Kepler-249,1,3,3803,0.492,0.506,,,13.9,
21319,Kepler-249 c,Kepler-249,1,3,3630,0.456,0.481,,-1.49485,,
21320,Kepler-249 c,Kepler-249,1,3,3635,0.512465,0.510238,,-1.38396,,
21321,Kepler-249 c,Kepler-249,1,3,,,,,,3.86,
21322,Kepler-249 c,Kepler-249,1,3,3561,0.411,0.44,0,,,
21323,Kepler-249 c,Kepler-249,1,3,3568,0.42,0.44,0.02,,,
21324,Kepler-249 c,Kepler-249,1,3,3565,0.512,,,,,
21325,Kepler-249 c,Kepler-249,1,3,3635,0.512465,0.510238,,-1.38396,,
21326,Kepler-249 c,Kepler-249,1,3,3635,0.512465,0.510238,,-1.38396,,
21327,Kepler-249 c,Kepler-249,1,3,3635,0.512465,0.510238,,-1.38396,,
21328,Kepler-249 c,Kepler-249,1,3,3568,0.42,0.44,0.02,,,
21329,Kepler-249 c,Kepler-249,1,3,3568,0.42,0.44,0.02,,,
21330,Kepler-249 c,Kepler-249,1,3,3568,0.482,,,,,
21331,Kepler-249 c,Kepler-249,1,3,3587,0.41,0.429,-0.1,,,
21332,Kepler-249 c,Kepler-249,1,3,3568,0.42,0.44,0.02,,,
21333,Kepler-249 d,Kepler-249,1,3,3568,0.42,0.44,0.02,,,
21334,Kepler-249 d,Kepler-249,1,3,3587,0.41,0.429,-0.1,,,
21335,Kepler-249 d,Kepler-249,1,3,3568,0.42,0.44,0.02,,,
21336,Kepler-249 d,Kepler-249,1,3,3630,0.456,0.481,,-1.49485,,
21337,Kepler-249 d,Kepler-249,1,3,3561,0.411,0.44,0,,,
21338,Kepler-249 d,Kepler-249,1,3,3565,0.512,,,,,
21339,Kepler-249 d,Kepler-249,1,3,3568,0.42,0.44,0.02,,,
21340,Kepler-249 d,Kepler-249,1,3,3568,0.42,0.44,0.02,,,
21341,Kepler-249 d,Kepler-249,1,3,3635,0.512465,0.510238,,-1.38396,,
21342,Kepler-249 d,Kepler-249,1,3,,,,,,3.86,
21343,Kepler-249 d,Kepler-249,1,3,3635,0.512465,0.510238,,-1.38396,,
21344,Kepler-249 d,Kepler-249,1,3,3568,0.482,,,,,
21345,Kepler-249 d,Kepler-249,1,3,3635,0.512465,0.510238,,-1.38396,,
21346,Kepler-249 d,Kepler-249,1,3,3803,0.492,0.506,,,13.9,
21347,Kepler-249 d,Kepler-249,1,3,3635,0.512465,0.510238,,-1.38396,,
21348,Kepler-249 d,Kepler-249,1,3,3632,0.38,0.4,-0.34,,3.09,
21349,Kepler-25 b,Kepler-25,2,3,6103,1.66,1.192,,,4.65,
21350,Kepler-25 b,Kepler-25,2,3,,,1.148,,,,
21351,Kepler-25 b,Kepler-25,2,3,6270,1.31,1.19,-0.04,,11,9.5
21352,Kepler-25 b,Kepler-25,2,3,6212,1.47768,1.196,-0.01,0.46678,,
21353,Kepler-25 b,Kepler-25,2,3,,1.334,1.148,,,,
21354,Kepler-25 b,Kepler-25,2,3,6212,1.47768,1.196,-0.01,0.46678,,
21355,Kepler-25 b,Kepler-25,2,3,6270,1.309,1.187,-0.04,,,
21356,Kepler-25 b,Kepler-25,2,3,6212,1.47768,,,,,
21357,Kepler-25 b,Kepler-25,2,3,6267,1.258,1.097,-0.06,,,
21358,Kepler-25 b,Kepler-25,2,3,6285,1.342,1.148,-0.04,,3.55,
21359,Kepler-25 b,Kepler-25,2,3,,1.316,1.165,,,,
21360,Kepler-25 b,Kepler-25,2,3,6212,1.47768,1.196,-0.01,0.46678,,
21361,Kepler-25 b,Kepler-25,2,3,,1.309,1.19,,,,
21362,Kepler-25 b,Kepler-25,2,3,6212,1.47768,1.196,-0.01,0.46678,,
21363,Kepler-25 b,Kepler-25,2,3,6354,1.316,1.165,,,2.75,8.89
21364,Kepler-25 b,Kepler-25,2,3,6190,1.36,1.22,0.01,,,11.2
21365,Kepler-25 b,Kepler-25,2,3,6270,1.309,1.187,-0.04,,,
21366,Kepler-25 b,Kepler-25,2,3,6212,1.47768,1.196,-0.01,0.46678,,
21367,Kepler-25 b,Kepler-25,2,3,6285,1.348,,,,,
21368,Kepler-25 b,Kepler-25,2,3,6270,1.309,1.187,-0.04,,,
21369,Kepler-25 c,Kepler-25,2,3,,1.334,1.148,,,,
21370,Kepler-25 c,Kepler-25,2,3,6270,1.309,1.187,-0.04,,,
21371,Kepler-25 c,Kepler-25,2,3,6270,1.309,1.187,-0.04,,,
21372,Kepler-25 c,Kepler-25,2,3,6285,1.348,,,,,
21373,Kepler-25 c,Kepler-25,2,3,6354,1.34,1.26,0.11,0.4216,2.75,9.34
21374,Kepler-25 c,Kepler-25,2,3,6212,1.47768,1.196,-0.01,0.46678,,
21375,Kepler-25 c,Kepler-25,2,3,6270,1.309,1.187,-0.04,,,
21376,Kepler-25 c,Kepler-25,2,3,6103,1.66,1.192,,,4.65,
21377,Kepler-25 c,Kepler-25,2,3,6190,1.36,1.22,0.01,,,11.2
21378,Kepler-25 c,Kepler-25,2,3,6285,1.342,1.148,-0.04,,3.55,
21379,Kepler-25 c,Kepler-25,2,3,6270,1.31,1.19,-0.04,,11,9.5
21380,Kepler-25 c,Kepler-25,2,3,6212,1.48,,,,,
21381,Kepler-25 c,Kepler-25,2,3,6212,1.47768,1.196,-0.01,0.46678,,
21382,Kepler-25 c,Kepler-25,2,3,6354,1.316,1.165,,,2.75,8.89
21383,Kepler-25 c,Kepler-25,2,3,,1.309,1.19,,,,
21384,Kepler-25 c,Kepler-25,2,3,6212,1.47768,1.196,-0.01,0.46678,,
21385,Kepler-25 c,Kepler-25,2,3,,,1.148,,,,
21386,Kepler-25 c,Kepler-25,2,3,6212,1.47768,1.196,-0.01,0.46678,,
21387,Kepler-25 c,Kepler-25,2,3,6212,1.47768,1.196,-0.01,0.46678,,
21388,Kepler-25 c,Kepler-25,2,3,6267,1.258,1.097,-0.06,,,
21389,Kepler-25 c,Kepler-25,2,3,,1.316,1.165,,,,
21390,Kepler-25 d,Kepler-25,2,3,6354,1.316,1.165,,,2.75,8.89
21391,Kepler-25 d,Kepler-25,2,3,6270,1.31,1.19,-0.04,,11,9.5
21392,Kepler-25 d,Kepler-25,2,3,,,1.148,,,,
21393,Kepler-25 d,Kepler-25,2,3,,1.316,1.165,,,,
21394,Kepler-250 b,Kepler-250,1,3,5099,0.76,0.753,,,13.2,
21395,Kepler-250 b,Kepler-250,1,3,5162,0.795,0.849,0.06,,,
21396,Kepler-250 b,Kepler-250,1,3,5160,0.805,,,,,
21397,Kepler-250 b,Kepler-250,1,3,5162,0.795,0.849,0.06,,,
21398,Kepler-250 b,Kepler-250,1,3,5007,0.748,0.806,0.01,,3.8,
21399,Kepler-250 b,Kepler-250,1,3,5015,0.78265,0.83,,-0.45709,,
21400,Kepler-250 b,Kepler-250,1,3,5015,0.78265,0.83,,-0.45709,,
21401,Kepler-250 b,Kepler-250,1,3,5029,0.838,0.798,0.14,,,
21402,Kepler-250 b,Kepler-250,1,3,5162,0.795,0.849,0.06,,,
21403,Kepler-250 b,Kepler-250,1,3,5007,0.76,,,,,
21404,Kepler-250 b,Kepler-250,1,3,5097,0.79,0.83,0.02,,5.13,
21405,Kepler-250 c,Kepler-250,1,3,5099,0.76,0.753,,,13.2,
21406,Kepler-250 c,Kepler-250,1,3,5097,0.79,0.83,0.02,,5.13,
21407,Kepler-250 c,Kepler-250,1,3,5162,0.795,0.849,0.06,,,
21408,Kepler-250 c,Kepler-250,1,3,5015,0.78265,0.83,,-0.45709,,
21409,Kepler-250 c,Kepler-250,1,3,5162,0.795,0.849,0.06,,,
21410,Kepler-250 c,Kepler-250,1,3,5029,0.838,0.798,0.14,,,
21411,Kepler-250 c,Kepler-250,1,3,5162,0.795,0.849,0.06,,,
21412,Kepler-250 c,Kepler-250,1,3,5160,0.805,,,,,
21413,Kepler-250 c,Kepler-250,1,3,5015,0.78265,0.83,,-0.45709,,
21414,Kepler-250 c,Kepler-250,1,3,5015,0.78265,0.83,,-0.45709,,
21415,Kepler-250 c,Kepler-250,1,3,5007,0.76,,,,,
21416,Kepler-250 c,Kepler-250,1,3,5007,0.748,0.806,0.01,,3.8,
21417,Kepler-250 d,Kepler-250,1,3,5007,0.748,0.806,0.01,,3.8,
21418,Kepler-250 d,Kepler-250,1,3,5029,0.838,0.798,0.14,,,
21419,Kepler-250 d,Kepler-250,1,3,5160,0.805,,,,,
21420,Kepler-250 d,Kepler-250,1,3,5099,0.76,0.753,,,13.2,
21421,Kepler-250 d,Kepler-250,1,3,5015,0.78265,0.83,,-0.45709,,
21422,Kepler-250 d,Kepler-250,1,3,5162,0.795,0.849,0.06,,,
21423,Kepler-250 d,Kepler-250,1,3,5162,0.795,0.849,0.06,,,
21424,Kepler-250 d,Kepler-250,1,3,5162,0.795,0.849,0.06,,,
21425,Kepler-250 d,Kepler-250,1,3,5015,0.78265,0.83,,-0.45709,,
21426,Kepler-250 d,Kepler-250,1,3,5007,0.76,,,,,
21427,Kepler-250 d,Kepler-250,1,3,5097,0.79,0.83,0.02,,5.13,
21428,Kepler-250 d,Kepler-250,1,3,5015,0.78265,0.83,,-0.45709,,
21429,Kepler-251 b,Kepler-251,1,4,5883,1.074,0.941,-0.16,,,
21430,Kepler-251 b,Kepler-251,1,4,5492,0.809,0.891,-0.06,,2,
21431,Kepler-251 b,Kepler-251,1,4,5526,0.89,,,,,
21432,Kepler-251 b,Kepler-251,1,4,5492,0.828,,,,,
21433,Kepler-251 b,Kepler-251,1,4,5536,0.891821,0.97,,-0.17197,,
21434,Kepler-251 b,Kepler-251,1,4,5883,1.074,0.941,-0.16,,,
21435,Kepler-251 b,Kepler-251,1,4,5883,1.074,0.941,-0.16,,,
21436,Kepler-251 b,Kepler-251,1,4,5536,0.891821,0.97,,-0.17197,,
21437,Kepler-251 b,Kepler-251,1,4,5870,1.09,0.96,,,7.9,
21438,Kepler-251 b,Kepler-251,1,4,5622,0.91,0.95,-0.02,,3.63,
21439,Kepler-251 b,Kepler-251,1,4,5527,0.866,0.841,-0.18,,,
21440,Kepler-251 c,Kepler-251,1,4,5870,1.09,0.96,,,7.9,
21441,Kepler-251 c,Kepler-251,1,4,5536,0.891821,0.97,,-0.17197,,
21442,Kepler-251 c,Kepler-251,1,4,5536,0.891821,0.97,,-0.17197,,
21443,Kepler-251 c,Kepler-251,1,4,5883,1.074,0.941,-0.16,,,
21444,Kepler-251 c,Kepler-251,1,4,5536,0.891821,0.97,,-0.17197,,
21445,Kepler-251 c,Kepler-251,1,4,5622,0.91,0.95,-0.02,,3.63,
21446,Kepler-251 c,Kepler-251,1,4,5883,1.074,0.941,-0.16,,,
21447,Kepler-251 c,Kepler-251,1,4,5527,0.866,0.841,-0.18,,,
21448,Kepler-251 c,Kepler-251,1,4,5492,0.828,,,,,
21449,Kepler-251 c,Kepler-251,1,4,5492,0.809,0.891,-0.06,,2,
21450,Kepler-251 c,Kepler-251,1,4,5526,0.89,,,,,
21451,Kepler-251 c,Kepler-251,1,4,5883,1.074,0.941,-0.16,,,
21452,Kepler-251 d,Kepler-251,1,4,5883,1.074,0.941,-0.16,,,
21453,Kepler-251 d,Kepler-251,1,4,5622,0.91,0.95,-0.02,,3.63,
21454,Kepler-251 d,Kepler-251,1,4,5492,0.828,,,,,
21455,Kepler-251 d,Kepler-251,1,4,5883,1.074,0.941,-0.16,,,
21456,Kepler-251 d,Kepler-251,1,4,5527,0.866,0.841,-0.18,,,
21457,Kepler-251 d,Kepler-251,1,4,5536,0.891821,0.97,,-0.17197,,
21458,Kepler-251 d,Kepler-251,1,4,5492,0.809,0.891,-0.06,,2,
21459,Kepler-251 d,Kepler-251,1,4,5536,0.891821,0.97,,-0.17197,,
21460,Kepler-251 d,Kepler-251,1,4,5870,1.09,0.96,,,7.9,
21461,Kepler-251 d,Kepler-251,1,4,5536,0.891821,0.97,,-0.17197,,
21462,Kepler-251 d,Kepler-251,1,4,5526,0.89,,,,,
21463,Kepler-251 d,Kepler-251,1,4,5883,1.074,0.941,-0.16,,,
21464,Kepler-251 e,Kepler-251,1,4,5883,1.074,0.941,-0.16,,,
21465,Kepler-251 e,Kepler-251,1,4,5883,1.074,0.941,-0.16,,,
21466,Kepler-251 e,Kepler-251,1,4,5492,0.828,,,,,
21467,Kepler-251 e,Kepler-251,1,4,5622,0.91,0.95,-0.02,,3.63,
21468,Kepler-251 e,Kepler-251,1,4,5883,1.074,0.941,-0.16,,,
21469,Kepler-251 e,Kepler-251,1,4,5536,0.891821,0.97,,-0.17197,,
21470,Kepler-251 e,Kepler-251,1,4,5870,1.09,0.96,,,7.9,
21471,Kepler-251 e,Kepler-251,1,4,5527,0.866,0.841,-0.18,,,
21472,Kepler-251 e,Kepler-251,1,4,5536,0.891821,0.97,,-0.17197,,
21473,Kepler-251 e,Kepler-251,1,4,5492,0.809,0.891,-0.06,,2,
21474,Kepler-251 e,Kepler-251,1,4,5526,0.89,,,,,
21475,Kepler-252 b,Kepler-252,1,2,4458,0.678487,0.7,,-0.78566,,
21476,Kepler-252 b,Kepler-252,1,2,4208,0.696,,,,,
21477,Kepler-252 b,Kepler-252,1,2,4208,0.59,0.61,-0.19,,,
21478,Kepler-252 b,Kepler-252,1,2,4397,0.58,0.61,,,13.9,
21479,Kepler-252 b,Kepler-252,1,2,4542,0.66,0.7,-0.13,,3.47,
21480,Kepler-252 b,Kepler-252,1,2,4201,0.591,0.609,-0.2,,,
21481,Kepler-252 b,Kepler-252,1,2,4458,0.678487,0.7,,-0.78566,,
21482,Kepler-252 b,Kepler-252,1,2,4208,0.59,0.61,-0.19,,,
21483,Kepler-252 b,Kepler-252,1,2,4208,0.549,,,,,
21484,Kepler-252 b,Kepler-252,1,2,4458,0.678487,0.7,,-0.78566,,
