,hostname,st_teff,st_mass,st_rad,st_met,st_lum,st_age,st_vsin
1697,Kepler-1321,4085.775,0.6370925925925925,0.6684219333333332,0.21,-0.8624,5.7156425597874225,5.598415605095542
1698,Kepler-1322,5638.579365079365,0.9072410714285715,0.8592055555555556,-0.3,-0.10053,0.4,5.598415605095542
1699,Kepler-1323,6201.540909090909,1.1347,1.3145945454545453,0.0,0.29462,4.68,5.598415605095542
1700,Kepler-1324,4752.222222222223,0.76025,0.7563099999999999,0.32,-0.67302,14.0,5.598415605095542
1701,Kepler-1325,5584.6,0.9596666666666667,0.9251159,0.01,-0.13603,4.79,5.598415605095542
1702,Kepler-1326,6806.9,1.392777777777778,1.529987,-0.16,0.52296,1.7,5.598415605095542
1703,Kepler-1327,5940.324,0.9977,1.0865930000000001,-0.295,0.0362,3.9,5.598415605095542
1704,Kepler-1328,5759.51,0.9876666666666666,1.126694,0.0,0.2276,4.57,5.598415605095542
1705,Kepler-1329,4456.2,0.6652222222222223,0.6583394,-0.2,-0.77081,5.62,5.598415605095542
1706,Kepler-133,5672.2525,1.0286,1.5088725,0.12,0.4105,7.715,5.598415605095542
1707,Kepler-1330,5588.1,0.9823333333333333,1.3112489999999999,0.16,0.42575,5.5,5.598415605095542
1708,Kepler-1331,4275.777777777777,0.633,0.6283204444444445,-0.18,-0.90934,4.17,5.598415605095542
1709,Kepler-1332,5569.801818181818,0.8958,0.8654856363636363,-0.0519,-0.13733,3.24,5.598415605095542
1710,Kepler-1333,5535.658,0.922,0.9205529,-0.3,-0.18777,4.57,5.598415605095542
1711,Kepler-1334,5797.7,0.9997777777777777,0.9714750000000001,-0.08,0.0276,0.4,5.598415605095542
1712,Kepler-1335,4965.777777777777,0.77575,0.7736382222222222,0.08,-0.5555,4.9,5.598415605095542
1713,Kepler-1336,5561.604727272726,0.9608722222222222,1.3876585454545454,-0.08,0.42052,12.3,5.598415605095542
1714,Kepler-1337,4525.8,0.6765555555555556,0.6857756,-0.16,-0.74221,4.27,5.598415605095542
1715,Kepler-1338,5905.8,1.0387777777777778,1.192368,0.22,0.24719,5.62,5.598415605095542
1716,Kepler-1339,5702.338,0.9442222222222222,1.2161380000000002,-0.14,0.18765,5.62,5.598415605095542
1717,Kepler-134,5938.912307692308,1.0806363636363636,1.1657970512820512,-0.12335,0.06051,3.55,5.598415605095542
1718,Kepler-1340,5986.3,1.0796666666666668,1.024696,0.11,0.08683,0.98,5.598415605095542
1719,Kepler-1342,5369.555555555556,0.88,0.9018013333333335,-0.08,-0.26092,4.37,5.598415605095542
1720,Kepler-1343,6054.777777777777,1.04975,1.0820355555555556,-0.16,0.19529,3.98,5.598415605095542
1721,Kepler-1344,6006.258181818182,1.0602,1.134399090909091,0.0,0.14599,7.76,5.598415605095542
1722,Kepler-1345,6462.226363636364,1.2194,1.6683663636363635,-0.32,0.69266,3.55,5.598415605095542
1723,Kepler-1346,6066.826666666667,1.02475,0.9784933333333333,-0.4,-0.00806,0.4,5.598415605095542
1724,Kepler-1347,5167.259999999999,0.7799999999999999,0.7780997777777778,-0.11,-0.13412174868390936,5.62,5.598415605095542
1725,Kepler-1348,5932.3550000000005,1.0012222222222222,1.039174,-0.56,0.20429,3.72,5.598415605095542
1726,Kepler-1349,5964.094,1.1151111111111112,1.3397000000000001,-0.2,0.34263,3.4,5.598415605095542
1727,Kepler-135,6186.849090909091,1.1616666666666666,1.3434636363636363,0.14,0.44809,6.76,5.598415605095542
1728,Kepler-1350,3748.633333333333,0.4972098194444445,0.5028664111111112,-0.2,-1.2834,3.165,5.598415605095542
1729,Kepler-1351,4372.553333333333,0.632875,0.6023535555555556,-0.34,-0.98254,13.9,5.598415605095542
1730,Kepler-1352,6133.562,1.0423333333333333,1.198086,-0.22,0.263,10.72,5.598415605095542
1731,Kepler-1353,4785.2,0.7552222222222222,0.7558131,-0.06,-0.6146,4.68,5.598415605095542
1732,Kepler-1354,6099.1177777777775,1.036875,1.1673777777777776,-0.28,0.30208,2.0,5.598415605095542
1733,Kepler-1355,5406.777777777777,0.896,0.8070768888888888,-0.04,-0.32922,4.27,5.598415605095542
1734,Kepler-1356,5143.777777777777,0.8385,0.7476553333333333,-0.16,-0.4863,4.9,5.598415605095542
1735,Kepler-1357,5737.333333333333,0.944,0.8629793333333333,-0.44,-0.14555,4.57,5.598415605095542
1736,Kepler-1358,5253.777777777777,0.796,0.8074982222222222,-0.26,-0.41347,14.0,5.598415605095542
1737,Kepler-1359,4718.9,0.7792222222222223,0.7784306,0.42,-0.7173,3.39,5.598415605095542
1738,Kepler-1360,6468.95,1.3842222222222222,1.7961960000000001,0.21,0.92337,1.55,5.598415605095542
1739,Kepler-1361,5122.969999999999,0.8245555555555555,0.8364844,0.14,-0.43672,4.9,5.598415605095542
1740,Kepler-1362,4685.4,0.7238888888888888,0.7173217,-0.1,-0.60131,13.9,5.598415605095542
1741,Kepler-1363,4824.375555555555,0.732,0.7404313333333333,-0.06,-0.62622,4.17,5.598415605095542
1742,Kepler-1364,6958.833333333333,1.4461666666666666,1.7083333333333333,-0.1,-0.13412174868390936,1.58,5.598415605095542
1743,Kepler-1365,5747.154,1.0037777777777777,1.248944,0.05745,0.42479,5.515000000000001,5.598415605095542
1744,Kepler-1366,3949.6666666666665,0.5872405,0.6058597777777778,-0.1,-0.99602,1.82,5.598415605095542
1745,Kepler-1367,4086.0,0.61075,0.6118195555555556,-0.1,-0.90488,3.89,5.598415605095542
1746,Kepler-1368,5859.444444444444,1.0394999999999999,1.0061244444444446,-0.02,0.05077,3.47,5.598415605095542
1747,Kepler-1369,5896.6,1.0235555555555556,1.046742,0.0,-0.01005,4.07,5.598415605095542
1748,Kepler-137,5274.496212121212,0.8855388888888889,0.8299453484848485,0.06,-0.29234,4.4,5.598415605095542
1749,Kepler-1370,6205.715636363637,1.197888888888889,1.3559727272727273,0.16,0.45795,3.53,5.598415605095542
1750,Kepler-1371,5358.828,0.7834930555555556,0.8300439333333334,-0.375,-0.19829,8.775,5.598415605095542
1751,Kepler-1372,5812.555555555556,1.028,0.9952133333333334,0.07,0.0124,0.3,5.598415605095542
1752,Kepler-1373,6331.4,1.184222222222222,1.475828,-0.24,0.77358,0.35,5.598415605095542
1753,Kepler-1374,5472.3,0.9074444444444444,0.7744301,-0.16,-0.36814,4.47,5.598415605095542
1754,Kepler-1375,6392.62,1.2235,1.5808466666666667,0.09,0.82249,1.66,5.598415605095542
1755,Kepler-1376,5795.777777777777,0.9929999999999999,0.9649111111111112,-0.06,-0.07062,4.68,5.598415605095542
1756,Kepler-1377,5480.625,0.87875,0.86463175,-0.18,-0.29327,6.6,5.598415605095542
1757,Kepler-1378,4316.9,0.6577777777777778,0.6571543,-0.06,-0.90346,6.46,5.598415605095542
1758,Kepler-1379,5219.311111111111,0.868625,0.7846437777777777,-0.06,-0.40329,5.01,5.598415605095542
1759,Kepler-138,3848.0022435897436,0.5347217704374058,0.5274103048611112,-0.19,-1.2858625000000001,3.4317319198405665,5.598415605095542
1760,Kepler-1380,5602.888888888889,0.94925,1.261268888888889,-0.02,0.47259,4.79,5.598415605095542
1761,Kepler-1381,5956.8,1.0375555555555556,0.9444952000000001,-0.1,-0.11708,4.07,5.598415605095542
1762,Kepler-1382,6080.1,1.1924444444444444,1.442834,0.36,0.57225,0.6,5.598415605095542
1763,Kepler-1383,6205.046,1.075888888888889,1.436772,-0.54,0.56772,3.47,5.598415605095542
1764,Kepler-1384,4965.166666666667,0.8190000000000001,0.8573333333333334,0.2,-0.13412174868390936,4.57,5.598415605095542
1765,Kepler-1385,5700.666,1.0314444444444444,1.298762,-0.14,0.45032,0.4,5.598415605095542
1766,Kepler-1386,5655.222222222223,0.978625,1.0142066666666667,0.04,0.00882,5.01,5.598415605095542
1767,Kepler-1387,5008.406666666667,0.7787499999999999,0.7552982222222222,-0.02,-0.56045,14.0,5.598415605095542
1768,Kepler-1388,4183.9375,0.5769853333333332,0.5518967159090908,-0.09000000000000001,-1.1068,4.2425,5.598415605095542
1769,Kepler-1389,5017.909090909091,0.7817000000000001,0.7353517272727274,-0.13,-0.53422,2.8,5.598415605095542
1770,Kepler-139,5616.311111111111,1.0554000000000001,1.1001097435897436,0.356,-0.04406069947356374,3.38,5.598415605095542
1771,Kepler-1390,5578.837777777778,0.913125,0.9077266666666666,0.14,-0.10022,0.6,5.598415605095542
1772,Kepler-1391,5765.399090909091,1.0101,1.2988372727272728,0.0,0.43939,5.5,5.598415605095542
1773,Kepler-1392,5808.0,0.972,0.8746666666666667,-0.2,-0.13412174868390936,4.68,5.598415605095542
1774,Kepler-1393,5727.333333333333,0.9151666666666666,0.8563333333333333,-0.18,-0.13412174868390936,0.3,5.598415605095542
1775,Kepler-1394,6558.5,1.3942222222222223,1.935822,-0.01,0.81107,2.13,5.598415605095542
1776,Kepler-1395,6227.786,1.2229999999999999,1.516494,-0.14,0.27693,2.6,5.598415605095542
1777,Kepler-1396,6067.873,1.095,1.144047,-0.14,0.20377,2.75,5.598415605095542
1778,Kepler-1397,6037.181818181818,1.0317,1.3234463636363636,0.0,0.59141,4.0,5.598415605095542
1779,Kepler-1398,6081.64,1.0631111111111111,1.178474,0.12,0.31211,3.09,5.598415605095542
1780,Kepler-1399,5921.222222222223,1.02075,1.006508888888889,-0.16,0.00959,4.37,5.598415605095542
1781,Kepler-140,6100.935833333333,1.139,1.1515491666666666,0.015500000000000003,0.25061,1.415,5.598415605095542
1782,Kepler-1400,5057.444444444444,0.7925,0.7708011111111112,-0.18,-0.57763,4.57,5.598415605095542
1783,Kepler-1401,6028.833333333333,1.0086666666666666,0.9403333333333334,0.04,-0.13412174868390936,3.55,5.598415605095542
1784,Kepler-1402,5361.666666666667,0.9123749999999999,1.3199533333333333,-0.1,0.44774,0.8,5.598415605095542
1785,Kepler-1403,6294.0,1.211375,1.2610844444444445,0.21,0.37208,3.31,5.598415605095542
1786,Kepler-1404,5298.1,0.8242222222222222,0.7829934,-0.38,-0.37049,0.7,5.598415605095542
1787,Kepler-1405,5807.1,0.974888888888889,0.954928,-0.28,0.02238,3.63,5.598415605095542
1788,Kepler-1406,5977.333333333333,0.9873333333333333,1.1093333333333335,0.0,-0.13412174868390936,4.8,5.598415605095542
1789,Kepler-1407,5928.3,1.0814444444444444,1.2478440000000002,0.06,0.27131,3.24,5.598415605095542
1790,Kepler-1408,6110.562,1.1146666666666667,1.497992,-0.1035,0.57889,6.03,5.598415605095542
1791,Kepler-1409,5155.034,0.8183333333333334,0.815946,-0.03,-0.4219,4.79,5.598415605095542
1792,Kepler-141,4659.906818181818,0.8777222222222222,7.14736271969697,0.195,-0.44625,2.6799999999999997,5.598415605095542
1793,Kepler-1410,3976.275,0.5634285714285714,0.5412857142857143,-0.02,-1.158,13.9,5.598415605095542
1794,Kepler-1411,5971.2,1.0785555555555557,1.0246359999999999,0.07,0.04081,4.17,5.598415605095542
1795,Kepler-1412,5897.112,0.9760000000000001,1.248198,-0.0634,0.38332,9.33,5.598415605095542
1796,Kepler-1413,5272.444444444444,0.89525,0.8040153333333334,-0.05,-0.39085,4.68,5.598415605095542
1797,Kepler-1414,5023.555555555556,0.8335,0.9676317777777778,0.26,-0.46384,4.68,5.598415605095542
1798,Kepler-1415,5241.3,0.9195555555555556,0.8584712,0.44,-0.29708,9.2,5.598415605095542
1799,Kepler-1416,5710.13125,0.9565714285714285,1.267685,0.03,0.28393,2.95,5.598415605095542
1800,Kepler-1417,5849.683999999999,0.9703333333333334,1.2346759999999999,-0.24,0.39458,4.8,5.598415605095542
1801,Kepler-1418,4614.166666666667,0.6375,0.601,-0.7,-0.13412174868390936,1.8,5.598415605095542
1802,Kepler-1419,5828.2,1.0082222222222221,0.9875720000000001,-0.1,0.04229,4.37,5.598415605095542
1803,Kepler-142,5777.666666666667,0.9964000000000001,1.1755816666666667,-0.016666666666666663,0.10706,6.196666666666666,5.598415605095542
1804,Kepler-1420,5285.444444444444,0.88325,0.8213726666666666,0.07,-0.23199,4.9,5.598415605095542
1805,Kepler-1421,6374.826,1.2093333333333334,1.42201,-0.18,0.59941,0.95,5.598415605095542
1806,Kepler-1422,6408.0,1.2135,1.2931844444444445,0.07,0.44726,3.02,5.598415605095542
1807,Kepler-1423,4986.166666666667,0.9018333333333334,1.654,0.07,-0.13412174868390936,14.0,5.598415605095542
1808,Kepler-1424,5868.453333333334,0.9464285714285714,0.9795714285714286,-0.52,-0.13412174868390936,7.08,5.598415605095542
1809,Kepler-1425,5553.076,0.8434444444444443,1.189572,-0.03,0.39762,4.07,5.598415605095542
1810,Kepler-1426,6079.166666666667,1.0776666666666668,1.0165,-0.04,-0.13412174868390936,4.07,5.598415605095542
1811,Kepler-1427,5738.3275,1.0613333333333335,1.0035,0.18,-0.13412174868390936,4.07,5.598415605095542
1812,Kepler-1428,6293.009090909091,1.2403,1.9331463636363637,0.078,0.94388,2.04,5.598415605095542
1813,Kepler-1429,6106.333333333333,1.083625,1.0680244444444444,-0.08,0.13795,4.17,5.598415605095542
1814,Kepler-143,5905.753681818182,1.0095,1.2152731363636364,-0.16,0.29363,4.8,5.598415605095542
1815,Kepler-1430,4781.166666666667,0.6816666666666666,0.6943333333333334,-0.58,-0.13412174868390936,2.09,5.598415605095542
1816,Kepler-1431,5906.091111111111,1.02925,1.1396177777777778,0.07,0.24349,4.27,5.598415605095542
1817,Kepler-1432,6197.111111111111,1.09225,1.2674133333333333,-0.12,0.4492,3.47,5.598415605095542
1818,Kepler-1433,6073.142857142857,1.1031666666666666,1.4008571428571428,0.07,-0.13412174868390936,0.3,5.598415605095542
1819,Kepler-1434,6255.354,1.2446666666666666,1.946584,0.19,0.86244,2.57,5.598415605095542
1820,Kepler-1435,6443.237999999999,1.2073333333333334,1.3467179999999999,-0.18,0.4683,1.03,5.598415605095542
1821,Kepler-1436,6031.875,1.0247142857142857,1.46184,-0.36,0.80118,2.59,5.598415605095542
1822,Kepler-1437,5711.0,0.9603333333333333,0.986,-0.14,-0.13412174868390936,0.4,5.598415605095542
1823,Kepler-1438,5517.75,0.92825,1.027545,-0.1,0.12254,5.0,5.598415605095542
1824,Kepler-1439,3566.8,0.43270811111111107,0.44212629999999997,0.0,-1.54394,4.07,5.598415605095542
1825,Kepler-144,6194.856923076923,1.109909090909091,1.2241292307692306,-0.14500000000000002,0.28203,3.5949999999999998,5.598415605095542
1826,Kepler-1440,5754.545454545455,0.9892,1.3172236363636363,0.04,0.37679,4.47,5.598415605095542
1827,Kepler-1441,5638.539,0.9723333333333333,1.2459289999999998,-0.24,0.32471,0.4,5.598415605095542
1828,Kepler-1442,6435.7,1.2454444444444444,1.456022,0.15,0.65109,2.29,5.598415605095542
1829,Kepler-1443,6340.666666666667,1.14525,1.3566044444444445,-0.3,0.56075,2.63,5.598415605095542
1830,Kepler-1444,5783.729,1.0114444444444444,0.9965780000000001,0.151,0.02131,4.79,5.598415605095542
1831,Kepler-1445,6105.024444444444,1.072375,1.2345733333333333,-0.14,0.33963,3.8,5.598415605095542
1832,Kepler-1446,4836.4220000000005,0.8476666666666666,1.0174132,0.2438,-0.65135,2.63,5.598415605095542
1833,Kepler-1447,5715.666666666667,1.001375,1.0060614444444445,-0.02,-0.04217,4.17,5.598415605095542
1834,Kepler-1448,5945.807777777778,1.03275,0.9390477777777778,-0.12,-0.06927,3.55,5.598415605095542
1835,Kepler-1449,6122.125,1.1611428571428573,1.36161,0.04,0.50864,3.47,5.598415605095542
1836,Kepler-145,6111.616666666666,1.2612142857142856,1.9024085714285714,0.0593,0.69164,3.84,5.598415605095542
1837,Kepler-1450,4477.623333333333,0.667,0.6447952222222223,-0.34,-0.7677,4.37,5.598415605095542
1838,Kepler-1451,5740.625,0.9761428571428572,0.90623275,-0.12,-0.11938,4.17,5.598415605095542
1839,Kepler-1452,6036.09,1.1651111111111112,1.897494,-0.1458,0.72107,4.37,5.598415605095542
1840,Kepler-1453,5794.666666666667,1.03,0.9297195555555555,0.07,-0.13974,4.27,5.598415605095542
1841,Kepler-1454,5443.444444444444,0.8841249999999999,0.8472308888888889,-0.02,-0.25509,4.57,5.598415605095542
1842,Kepler-1455,3926.4,0.562111,0.5598215,-0.21,-1.14066,1.4,5.598415605095542
1843,Kepler-1456,4218.0,0.6108571428571429,0.61673425,-0.3,-0.957,3.72,5.598415605095542
1844,Kepler-1457,5895.3,0.9975555555555555,1.078738,-0.26,0.21547,3.72,5.598415605095542
1845,Kepler-1458,5577.9,0.9317777777777777,0.8930885999999999,-0.06,-0.24032,4.17,5.598415605095542
1846,Kepler-1459,4822.0,0.785625,0.8161806666666667,0.36,-0.52327,3.89,5.598415605095542
1847,Kepler-146,6035.859326923077,1.0496454545454545,1.1062560576923077,0.004999999999999999,0.14794,2.27,5.598415605095542
1848,Kepler-1460,4422.0,0.6545,0.6500002222222222,-0.28,-0.84407,3.98,5.598415605095542
1849,Kepler-1461,4923.888888888889,0.7791250000000001,0.7070946666666666,-0.12,-0.64483,3.24,5.598415605095542
1850,Kepler-1462,5459.666666666667,0.937,0.824693,0.0,-0.31369,4.07,5.598415605095542
1851,Kepler-1463,5838.125,1.0022857142857142,1.0340825,0.0,0.09195,4.79,5.598415605095542
1852,Kepler-1464,5705.933333333333,0.9029583333333333,1.2916217777777776,-0.42,0.42978,3.89,5.598415605095542
1853,Kepler-1465,4683.0,0.737,0.869277,-0.22,-0.65202,3.72,5.598415605095542
1854,Kepler-1466,5828.505999999999,0.9798888888888888,0.9705959999999999,-0.4837,-0.02273,3.89,5.598415605095542
1855,Kepler-1467,5301.651111111111,0.860125,0.773917,-0.24,-0.35052,4.37,5.598415605095542
1856,Kepler-1468,5864.144272486773,1.0341250000000002,1.3863968783068783,0.11606666666666667,0.53118,3.9089758931207554,5.598415605095542
1857,Kepler-1469,5343.888888888889,0.88525,0.843624,0.02,-0.2739,4.47,5.598415605095542
1858,Kepler-147,5962.962462121212,1.0893166666666667,1.4084907575757577,0.035,0.42733,6.385,5.598415605095542
1859,Kepler-1470,4937.75,0.7874285714285715,0.79782125,-0.01,-0.48551,4.57,5.598415605095542
1860,Kepler-1471,5686.477083333333,0.8760238095238095,0.933505625,0.065,-0.19895,4.598463839681134,5.598415605095542
1861,Kepler-1472,6271.0,1.154,1.2960866666666666,-0.08,0.42003,3.09,5.598415605095542
1862,Kepler-1473,5930.455555555555,1.02875,1.107082222222222,-0.01,0.19358,2.63,5.598415605095542
1863,Kepler-1474,5781.698888888889,1.03775,1.1002188888888889,0.1,0.0291,3.8,5.598415605095542
1864,Kepler-1475,6191.444444444444,1.0859999999999999,1.0987322222222222,0.03,0.25381,2.82,5.598415605095542
1865,Kepler-1476,5758.75,0.9885714285714285,0.93780575,-0.02,-0.2429,4.57,5.598415605095542
1866,Kepler-1477,5121.625,0.79,0.88486,-0.06,-0.19624,4.68,5.598415605095542
1867,Kepler-1478,5992.625,0.9771428571428571,1.0748275,-0.5,0.30415,3.98,5.598415605095542
1868,Kepler-1479,5875.6,1.015111111111111,1.05321,-0.02,0.14528,4.27,5.598415605095542
1869,Kepler-148,5174.39696969697,0.8535555555555557,0.8320892484848486,0.11666666666666668,-0.3834199999999999,6.853333333333333,5.598415605095542
1870,Kepler-1481,4855.32,0.7672857142857143,0.772214,0.08,-0.58658,3.89,5.598415605095542
1871,Kepler-1482,5437.225,0.8665714285714285,0.8889625,0.116,-0.08288,12.88,5.598415605095542
1872,Kepler-1483,6245.125,1.159,1.279475,0.14,0.39403,2.4,5.598415605095542
1873,Kepler-1484,5957.57375,1.0122499999999999,1.60271875,-0.17,0.79551,3.98,5.598415605095542
1874,Kepler-1485,6023.2,1.085,1.183662,0.04,0.28006,2.51,5.598415605095542
1875,Kepler-1486,5897.555555555556,1.054375,1.2527177777777778,0.02,0.31179,3.55,5.598415605095542
1876,Kepler-1487,6253.5,1.296642857142857,1.8125499999999999,-0.5,0.55664,3.2884638396811336,5.598415605095542
1877,Kepler-1488,5859.7485,1.0308333333333333,1.5389943571428573,-0.0050000000000000044,0.58748,5.75,5.598415605095542
1878,Kepler-1489,5665.264999999999,0.964125,1.0156094444444443,-0.07080689234808703,0.031759125658045326,4.348463839681134,5.598415605095542
1879,Kepler-149,5429.394191919192,0.9102962962962963,0.9863775252525252,0.1535,-0.11929,7.953333333333333,5.598415605095542
1880,Kepler-1490,5543.333333333333,0.87575,0.7710323333333333,-0.48,-0.31879,4.57,5.598415605095542
1881,Kepler-1491,5713.136750000001,0.9968428571428571,1.2466475,0.1,0.35471,4.598463839681134,5.598415605095542
1882,Kepler-1492,4701.555555555556,0.84,1.1773874444444443,0.48,-0.75433,2.82,5.598415605095542
1883,Kepler-1493,5719.617142857142,0.842,1.012,0.0,-0.13412174868390936,6.46,5.598415605095542
1884,Kepler-1494,5802.0,1.00575,1.0594000000000001,-0.02,0.07901,4.37,5.598415605095542
1885,Kepler-1495,5903.8,0.9348000000000001,1.0535999999999999,-0.28,-0.13412174868390936,4.17,5.598415605095542
1886,Kepler-1496,5990.564444444444,1.084,1.254918888888889,0.0222,0.3041,2.95,5.598415605095542
1887,Kepler-1497,5781.0,0.9837999999999999,1.0178,-0.02,-0.13412174868390936,4.27,5.598415605095542
1888,Kepler-1498,5333.0,0.8552,0.986,-0.01,-0.13412174868390936,4.17,5.598415605095542
1889,Kepler-1499,5000.117,0.778,0.7754944,-0.18,-0.46443,2.34,5.598415605095542
1890,Kepler-15,5575.448,1.0226153846153847,1.1320453333333333,0.36,-0.087,3.7,2.0
1891,Kepler-150,5635.25,0.9588177777777778,0.9116082499999999,-0.09032275693923482,-0.16141,2.8833855358724536,5.598415605095542
1892,Kepler-1500,5935.875,0.9692857142857143,1.1678025,-0.05,0.27456,4.07,5.598415605095542
1893,Kepler-1501,6225.222222222223,1.166375,1.1488777777777779,-0.15,0.20231,6.17,5.598415605095542
1894,Kepler-1502,6567.333333333333,1.304875,1.4715766666666665,-0.1,0.74202,1.7,5.598415605095542
1895,Kepler-1503,5123.950000000001,0.76825,0.9236655555555555,-0.1541,-0.14398,5.13,5.598415605095542
1896,Kepler-1504,5597.314444444444,0.927625,1.3781444444444444,-0.28,0.46829,4.47,5.598415605095542
1897,Kepler-1505,5717.487,0.9524444444444443,1.110882,-0.2,0.14944,13.8,5.598415605095542
1898,Kepler-1506,5906.5,1.038,1.2493824999999998,-0.02,0.42561,3.98,5.598415605095542
1899,Kepler-1507,5374.449,0.8770000000000001,0.8476041999999999,-0.18,-0.32427,1.74,5.598415605095542
1900,Kepler-1508,5823.285714285715,1.0081666666666667,1.420417142857143,-0.4,0.53713,2.69,5.598415605095542
1901,Kepler-1509,5902.333333333333,1.04725,1.2690677777777777,-0.02,0.39912,3.98,5.598415605095542
1902,Kepler-151,5405.388181818183,0.8844444444444445,0.8170998181818182,0.012249999999999997,-0.33413,4.6,5.598415605095542
1903,Kepler-1510,6156.555555555556,1.139,1.3212766666666667,-0.08,0.37703,2.75,5.598415605095542
1904,Kepler-1511,6571.614444444444,1.3415,1.7687544444444443,0.14,0.83813,3.31,5.598415605095542
1905,Kepler-1512,4334.082,0.6295714285714286,0.6932724,-0.1006,-1.695,1.78,5.598415605095542
1906,Kepler-1513,5517.077272727272,0.92185,0.9599548636363636,-0.05500000000000001,-0.12901,7.0,5.598415605095542
1907,Kepler-1514,6248.623888888889,1.1604944444444443,1.5849761111111111,0.1235,0.39125,2.24,5.598415605095542
1908,Kepler-1515,6455.4580000000005,1.2641111111111112,1.46089,0.07,0.56587,1.82,5.598415605095542
1909,Kepler-1516,5859.0,0.98525,1.3070822222222223,-0.22,0.44571,4.07,5.598415605095542
1910,Kepler-1517,7164.744000000001,1.79825,2.753848,0.01,0.87873,1.38,5.598415605095542
1911,Kepler-1518,6543.996333333333,1.194,1.4498818333333332,-0.2665,0.69092,3.0534638396811333,5.598415605095542
1912,Kepler-1519,5753.111111111111,0.985625,1.2310755555555555,-0.2,0.32617,3.98,5.598415605095542
1913,Kepler-152,5151.25,0.8324999999999999,0.7527355,-0.13,-0.46488,3.945,5.598415605095542
1914,Kepler-1520,4571.125,0.6948571428571428,0.68991425,0.04,-0.67309,4.47,5.598415605095542
1915,Kepler-1521,5025.339,0.8767777777777778,1.0810029,0.04,-0.5691,1.15,5.598415605095542
1916,Kepler-1522,5730.1577777777775,0.9695,0.9892988888888888,0.07,0.09172,3.89,5.598415605095542
1917,Kepler-1523,5640.211111111112,0.986875,0.9398926666666667,0.15,-0.09894,2.24,5.598415605095542
1918,Kepler-1524,5889.5775,0.9874285714285714,1.02246975,0.04,-0.00637,2.88,5.598415605095542
1919,Kepler-1525,5695.735555555556,1.0218749999999999,0.9982888888888889,0.27,-0.0112,2.82,5.598415605095542
1920,Kepler-1526,4537.222222222223,0.68075,0.6804292222222222,-0.24,-0.70671,4.68,5.598415605095542
1921,Kepler-1527,6043.0,1.08825,1.3752633333333333,-0.28,0.48222,2.82,5.598415605095542
1922,Kepler-1528,5947.875,1.052857142857143,0.97372725,-0.02,-0.06429,3.89,5.598415605095542
1923,Kepler-1529,5003.666666666667,0.7392500000000001,0.7343754444444444,-0.44,-0.52049,4.79,5.598415605095542
1924,Kepler-153,5325.833333333333,0.8231999999999999,0.8054455833333334,-0.18,-0.4463,9.295,5.598415605095542
1925,Kepler-1530,5514.703166666666,0.9645833333333332,1.0492982666666666,0.16166666666666668,-0.31086,3.2366666666666664,5.598415605095542
1926,Kepler-1531,6370.25,1.111625,1.4122725,-0.54,0.30365,2.82,5.598415605095542
1927,Kepler-1532,5776.375,0.9724285714285715,0.864777,-0.16,-0.14116,4.27,5.598415605095542
1928,Kepler-1533,6381.251111111112,1.199,1.4285844444444444,-0.22,0.66241,4.57,5.598415605095542
1929,Kepler-1534,5589.0,0.88125,0.87725,-0.18,-0.13412174868390936,4.57,5.598415605095542
1930,Kepler-1535,5981.111111111111,1.0110000000000001,1.0442066666666667,0.0,0.16473,3.47,5.598415605095542
1931,Kepler-1536,4369.852857142857,0.639,0.6517197142857143,-0.26,-0.8224,2.95,5.598415605095542
1932,Kepler-1537,5197.5,0.8894285714285715,1.123223,0.24,-0.42348,5.01,5.598415605095542
1933,Kepler-1538,5872.111111111111,1.056125,1.0242096666666667,0.02,-0.08496,4.37,5.598415605095542
1934,Kepler-1539,5131.888888888889,0.827375,0.8075313333333334,0.18,-0.42607,4.79,5.598415605095542
1935,Kepler-154,5784.921212121213,0.9569333333333333,0.9672581414141413,-0.10400000000000001,0.03322,5.432,5.598415605095542
1936,Kepler-1541,5306.722,0.8887777777777779,1.1020349,-0.06,-0.33627,9.55,5.598415605095542
1937,Kepler-1542,5620.568472222222,0.9257321428571428,1.138938611111111,-0.075,0.07026,10.405000000000001,5.598415605095542
1938,Kepler-1543,6527.785,1.4615714285714285,1.6802625,0.36,0.48688,1.91,5.598415605095542
1939,Kepler-1544,4840.727272727273,0.76,0.7364948181818182,-0.04,-0.606,3.9,5.598415605095542
1940,Kepler-1545,5169.6,0.862375,0.8531158888888889,-0.02,-0.27681,4.47,5.598415605095542
1941,Kepler-1546,5626.777777777777,0.94275,0.9465112222222223,-0.02,-0.12963,3.72,5.598415605095542
1942,Kepler-1547,5998.1075,1.056142857142857,1.2829675,-0.26,0.22242,3.39,5.598415605095542
1943,Kepler-1548,5633.0,0.9550000000000001,0.8382723333333333,0.05,-0.30667,4.37,5.598415605095542
1944,Kepler-1549,5282.111111111111,0.9085,0.8970095555555555,0.3,-0.27333,4.79,5.598415605095542
1945,Kepler-155,4233.601987179487,0.6193181818181819,0.6354140801282051,-0.33,-1.21,2.9,5.598415605095542
1946,Kepler-1550,6015.222222222223,1.06975,1.0820544444444444,-0.26,0.11945,3.55,5.598415605095542
1947,Kepler-1551,6308.704444444444,1.211875,1.1466966666666665,0.07,0.24402,2.88,5.598415605095542
