,hostname,st_teff,st_mass,st_rad,st_met,st_lum,st_age,st_vsin
0,11 UMi,4276.5,2.0933333333333333,26.935,0.04,-0.13412174868390936,1.56,1.5
1,14 And,4850.5,1.7266666666666666,11.275,-0.24,1.763,4.626927679362267,2.6
2,14 Her,5305.9625,0.9333158928571429,0.9859376666666668,0.4576,-0.1420608743419547,4.263463839681133,3.299207802547771
3,17 Sco,4157.0,1.22,25.92,-0.01,2.25435,5.13,3.98
4,1RXS J160929.1-210524,4043.25,0.79325,1.33258,-0.011613784696174044,-0.37,0.005,5.598415605095542
5,24 Boo,4854.5,1.02,11.415,-0.78,1.87691,6.92,3.36
6,24 Sex,5098.0,1.54,4.9,-0.03,1.164,2.7,2.77
7,2MASS J01225093-2439505,3419.5,0.3765925,0.36645,-0.011613784696174044,-1.83849,0.12,5.598415605095542
8,2MASS J02192210-3925225,3064.0,0.108,0.281,-0.011613784696174044,-2.23,0.035,6.5
9,2MASS J03590986+2009361,5415.146316594372,0.9374114862076482,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
10,2MASS J04372171+2651014,3100.0,0.17,0.84,0.01,-1.16368,0.0025,22.54
11,2MASS J04414489+2301513,5415.146316594372,0.019,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,0.001,5.598415605095542
12,2MASS J11011926-7732383,5415.146316594372,0.9374114862076482,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
13,2MASS J11550485-7919108,5415.146316594372,0.9374114862076482,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
14,2MASS J12073346-3932539,2825.0,0.1060005,0.21887,-0.011613784696174044,-2.56086,0.008,5.598415605095542
15,2MASS J21252752-8138278,5415.146316594372,0.9374114862076482,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
16,2MASS J22362452+4751425,4045.0,0.6,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,0.12,5.598415605095542
17,4 UMa,4415.0,1.234,18.11,-0.25,-0.13412174868390936,4.604,5.598415605095542
18,47 UMa,5854.071111111111,1.0359742222222224,1.1749385,0.04,0.1978,4.626927679362267,4.665610403397028
19,51 Peg,5763.920000000001,1.046432,1.2174513333333332,0.18,0.13631,10.0,2.2
20,6 Lyn,4952.333333333333,1.57,5.135,-0.17,1.1186,4.626927679362267,1.32
21,61 Vir,5579.856666666667,0.9326906666666667,0.98617,0.015,-0.09500000000000001,8.96,1.8999999999999997
22,7 CMa,4815.086666666666,1.41125,4.67655375,0.21,1.05779,4.3,3.3742078025477706
23,70 Vir,5498.372,1.0981100000000001,1.89798575,-0.012,0.4513,8.0,2.68
24,8 UMi,4847.2,1.62,10.100000000000001,-0.03,-0.13412174868390936,1.7,3.6
25,81 Cet,4759.5,1.7433333333333334,11.105,-0.11,1.76027,4.626927679362267,1.8
26,AB Aur,9770.0,2.4,1.5078594734632043,-0.011613784696174044,1.77085,0.003,5.598415605095542
27,AB Pic,5415.146316594372,0.9374114862076482,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,0.03,5.598415605095542
28,AF Lep,6123.333333333333,1.1769999999999998,1.25,0.19,-0.13412174868390936,0.024,50.0
29,AT2021ueyL,3680.0,0.49,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
30,AU Mic,3674.775,0.5428125,0.7738613611111111,0.1475,-1.015965,0.019775,7.599603901273886
31,BD+03 2562,4095.0,1.14,32.35,-0.71,2.7,5.2,2.7
32,BD+14 4559,4936.0,0.675,0.905,0.1,-0.32,4.626927679362267,2.5
33,BD+15 2375,4649.0,1.08,8.95,-0.22,1.57,7.41,2.5
34,BD+15 2940,4796.0,1.1,14.7,0.28,2.01,7.1,2.3
35,BD+20 2457,4167.5,4.807499999999999,54.504999999999995,-0.895,3.17,4.626927679362267,2.5
36,BD+20 274,4296.0,0.8,17.3,-0.46,1.96,4.626927679362267,2.0
37,BD+20 594,5745.0,1.1982869999999999,0.9880406666666667,-0.06,-0.05552,3.34,3.3
38,BD+45 564,5004.0,0.81,1.5078594734632043,-0.09,-0.13412174868390936,4.626927679362267,2.0
39,BD+48 738,4414.0,0.74,11.0,-0.2,1.69,4.626927679362267,1.0
40,BD+48 740,4534.0,1.09,10.33,-0.13,1.64,4.626927679362267,0.7
41,BD+49 828,4943.0,1.52,7.6,-0.19,1.47,2.34,1.7
42,BD+55 362,5012.0,0.909,1.5078594734632043,0.18,-0.13412174868390936,4.626927679362267,2.0
43,BD+60 1417,4993.0,1.0,0.797,-0.011613784696174044,0.35595,0.1,11.0
44,BD+63 1405,5000.0,0.816,1.5078594734632043,-0.09,-0.13412174868390936,4.626927679362267,2.1
45,BD-06 1339,4324.0,0.7,1.5078594734632043,-0.14,-1.022,4.4,0.57
46,BD-08 2823,4763.5,0.6799999999999999,1.1089297367316022,-0.065,-0.13412174868390936,4.5,1.4
47,BD-10 3166,5392.16,1.14488275,0.9398725,0.38,-0.13412174868390936,4.626927679362267,0.92
48,BD-11 4672,4531.25,0.631,0.6092500000000001,-0.35,-0.8041,7.4,1.0
49,BD-13 2130,4545.0,2.26,19.17,-0.08,-0.13412174868390936,0.74,5.598415605095542
50,BD-17 63,4689.5,0.597,0.715,-0.03,-0.678,4.3,1.5
51,BD-210397,4051.0,0.6817500000000001,0.747,0.12,-0.86967,6.2,1.0
52,Barnard's star,3195.0,0.162,0.185,-0.56,-2.44977,4.626927679362267,5.598415605095542
53,CD Cet,3130.0,0.161,0.175,0.13,-2.53254,3.0,2.0
54,CFBDSIR J145829+101343,580.5,0.021,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
55,CFHTWIR-Oph 98 A,2320.0,0.0147,0.245,-0.011613784696174044,-2.85,0.003,5.598415605095542
56,CHXR 73,5415.146316594372,0.35,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,0.002,5.598415605095542
57,CI Tau,5415.146316594372,0.9374114862076482,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
58,COCONUTS-2 A,3406.0,0.37,0.388,0.0,-1.732,0.475,5.598415605095542
59,CT Cha,5415.146316594372,0.9374114862076482,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,0.002,5.598415605095542
60,CoRoT-1,6008.0,1.0375,1.1802,0.06,-0.13412174868390936,1.6,5.2
61,CoRoT-10,5062.5,0.8946666666666667,0.71798225,0.26,-0.13412174868390936,3.0,2.0
62,CoRoT-11,6407.666666666667,1.31,1.394287142857143,-0.03,-0.13412174868390936,2.0,38.47
63,CoRoT-12,5675.0,1.0504000000000002,1.0799566666666667,0.16,0.07,6.17,1.0
64,CoRoT-13,5945.0,1.089,1.088214,0.01,-0.13412174868390936,1.635,4.0
65,CoRoT-14,6036.666666666667,1.1283333333333332,1.2033333333333334,0.05,-0.13412174868390936,3.7,9.0
66,CoRoT-16,5650.0,1.098,1.19,0.19,-0.13412174868390936,6.73,1.0
67,CoRoT-17,5740.0,1.0410000000000001,1.6000000000000003,0.0,-0.13412174868390936,10.7,4.5
68,CoRoT-18,5440.0,0.9182,0.956838,-0.1,-0.17,6.92,8.0
69,CoRoT-19,6090.0,1.2042,1.6359166666666667,-0.02,0.544,5.0,6.0
70,CoRoT-20,5647.573158297186,1.133,1.337910736731602,0.06419310765191298,0.017939125658045327,2.3634638396811334,5.049207802547771
71,CoRoT-21,6200.0,1.29,1.95,0.0,-0.13412174868390936,4.1,11.0
72,CoRoT-22,5939.0,1.099,1.136,0.17,-0.13412174868390936,3.3,4.0
73,CoRoT-23,5900.0,1.1340000000000001,1.6533333333333333,0.05,-0.13412174868390936,7.2,9.0
74,CoRoT-24,4950.0,0.91,0.86,0.3,-0.13412174868390936,11.0,2.0
75,CoRoT-25,6040.0,1.09,1.19,-0.01,-0.13412174868390936,4.5,4.3
76,CoRoT-26,5590.0,1.09,1.79,0.01,-0.13412174868390936,8.6,2.0
77,CoRoT-27,5900.0,1.05,1.08,-0.1,-0.13412174868390936,4.2,4.0
78,CoRoT-28,5150.0,1.01,1.78,0.15,-0.13412174868390936,12.0,3.0
79,CoRoT-29,5262.666666666667,0.9466666666666667,0.9590633333333334,0.2,-0.09414,4.5,3.5
80,CoRoT-3,6694.5,1.3824,1.535,0.14,-0.13412174868390936,2.2,18.46
81,CoRoT-30,5650.0,0.98,0.91,0.02,-0.13412174868390936,3.0,4.3
82,CoRoT-31,5700.0,1.25,2.15,0.0,-0.13412174868390936,4.7,2.8
83,CoRoT-32,5970.0,1.08,0.79,0.0,-0.1549,4.626927679362267,3.2
84,CoRoT-35,6390.0,1.01,1.65,-0.5,-0.13412174868390936,6.1,8.8
85,CoRoT-36,6730.0,1.32,1.52,-0.1,-0.13412174868390936,2.1,25.6
86,CoRoT-4,6190.0,1.1713333333333333,1.1525525,0.05,-0.13412174868390936,1.0,6.4
87,CoRoT-5,6100.0,1.00375,1.162318,-0.25,0.18,6.31,1.0
88,CoRoT-6,6090.0,1.0513333333333332,1.031,-0.2,-0.13412174868390936,2.5,7.6
89,CoRoT-7,5256.916666666667,0.9041111111111112,1.0786844435353538,0.03279540510127532,-0.23762724956130313,1.7833333333333332,4.898943736730361
90,CoRoT-8,5080.0,0.882,0.81,0.3,-0.4,3.0,2.0
91,DENIS-P J082303.1-491201,5415.146316594372,0.075,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,1.0,5.598415605095542
92,DH Tau,4371.0,0.5065000000000001,0.818435,-0.011613784696174044,-0.21153,0.001,5.598415605095542
93,DMPP-1,6196.0,1.21,1.26,-0.011613784696174044,-0.13412174868390936,2.01,3.41
94,DMPP-2,6500.0,1.44,1.78,-0.011613784696174044,0.1038,2.0,5.1
95,DMPP-4,6400.0,1.25,1.38,-0.007,0.45939,2.15,7.5
96,EPIC 201170410,3648.0,0.287,0.282,-0.048,-0.13412174868390936,4.626927679362267,5.598415605095542
97,EPIC 201238110,5415.146316594372,0.41,0.374,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
98,EPIC 201427007,5633.0,0.9374114862076482,0.94,-0.053,-0.13412174868390936,4.626927679362267,5.598415605095542
99,EPIC 201497682,5415.146316594372,0.78,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
100,EPIC 201595106,5703.89625,0.973,0.969165,0.013999999999999999,-0.037775,6.0,2.5
101,EPIC 201757695,4520.0,0.727,0.655,-0.003,-0.36351,4.626927679362267,5.598415605095542
102,EPIC 201841433,5053.0,0.802,0.6282305,0.0,-0.13412174868390936,4.626927679362267,5.598415605095542
103,EPIC 206024342,5679.270994420346,0.9342743241384323,0.9560277777777778,-0.15053792823205803,-0.13412174868390936,4.626927679362267,5.598415605095542
104,EPIC 206032309,5415.146316594372,0.221,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
105,EPIC 206042996,4058.75,0.7512057431038242,0.5595,0.006,-0.13412174868390936,4.626927679362267,5.598415605095542
106,EPIC 206215704,3297.0,0.407,0.3085,-0.33,-0.13412174868390936,4.626927679362267,5.598415605095542
107,EPIC 206317286,5082.823158297186,0.7715,0.694,0.0036931076519129778,-0.13412174868390936,4.626927679362267,5.598415605095542
108,EPIC 211822797,3941.442,0.6129602000000001,0.5962978333333333,0.2,-1.16914,0.79,2.6
109,EPIC 211945201,6098.666666666667,1.1693333333333333,1.4002083636363636,0.1,0.37334,3.99,4.0
110,EPIC 212297394,5130.25,0.83,0.7748071666666667,-0.03,-0.3003308743419547,4.626927679362267,5.598415605095542
111,EPIC 212424622,5415.146316594372,1.106,1.2247,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
112,EPIC 212499991,5415.146316594372,0.912,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
113,EPIC 212587672,6007.25,1.0266666666666666,0.9687736666666666,-0.195,-0.04782087434195468,4.626927679362267,5.598415605095542
114,EPIC 212624936,5765.0,0.9374114862076482,0.9345000000000001,-0.39,-0.13412174868390936,4.626927679362267,5.598415605095542
115,EPIC 212737443,4649.666666666666,0.7013333333333334,0.6716783333333334,-0.137,-0.44234587434195466,4.626927679362267,5.598415605095542
116,EPIC 220492298,5620.0,0.9374114862076482,0.89,0.28,-0.13412174868390936,4.626927679362267,5.598415605095542
117,EPIC 220674823,5550.677777777778,0.9361108541666667,0.9511547992424243,0.034999999999999996,-0.11919,6.25,2.0
118,EPIC 228836835,3644.0,0.418179,0.37195049999999996,-0.18,-1.61153,4.626927679362267,5.598415605095542
119,EPIC 229004835,5865.75,0.9956666666666667,0.991831,-0.15,0.02989,4.9,1.6
120,EPIC 248847494,4898.0,0.9,2.7,-0.23,-0.13412174868390936,4.626927679362267,5.598415605095542
121,EPIC 249893012,5430.0,1.05,1.71,0.20000000000000004,-0.13412174868390936,9.0,2.1
122,FU Tau,2838.0,0.05,1.5078594734632043,-0.011613784696174044,-0.69897,0.001,5.598415605095542
123,G 192-15,5415.146316594372,0.132,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
124,G 196-3,5415.146316594372,0.9374114862076482,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
125,G 261-6,5415.146316594372,0.118,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
126,G 264-012,3326.0,0.297,0.305,0.1,-1.97224,4.626927679362267,2.0
127,G 268-110,5415.146316594372,0.137,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
128,G 9-40,3378.8,0.29173333333333334,0.30884,0.04,-1.97102,9.9,2.0
129,GJ 1002,3024.0,0.12,0.137,-0.25,-2.85201,4.626927679362267,5.598415605095542
130,GJ 1061,2953.0,0.12,0.156,-0.08,-2.76955,7.0,2.5
131,GJ 1132,3259.1,0.18235,0.21583391666666668,-0.09080689234808703,-2.340005,4.813463839681134,3.799207802547771
132,GJ 1148,3316.4041666666662,0.3563533333333333,0.36190275,0.1596,-1.86908,4.626927679362267,5.598415605095542
133,GJ 1151,3280.0,0.1639,0.1781,-0.12,-2.47952,4.626927679362267,2.0
134,GJ 1214,3070.25,0.16648721428571428,0.20956564705882355,0.0,-2.43134,3.0,2.0
135,GJ 1252,3435.8333333333335,0.381,0.39099816666666665,0.1,-1.70774,3.9,5.598415605095542
136,GJ 1265,3236.0,0.178,0.192,-0.04,-2.4389,4.626927679362267,2.0
137,GJ 1289,3296.0,0.21,1.5078594734632043,0.02,-0.13412174868390936,4.626927679362267,5.598415605095542
138,GJ 143,4634.264999999999,0.7375,0.7070833333333333,0.003,-0.6862,3.8,5.598415605095542
139,GJ 160.2,4347.0,0.69,1.5078594734632043,-0.011613784696174044,-0.79588,4.626927679362267,5.598415605095542
140,GJ 163,5415.146316594372,0.9374114862076482,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
141,GJ 179,3383.9266666666667,0.3691473333333333,0.3807435,0.3,-1.796,4.626927679362267,1.5
142,GJ 180,4052.382105531457,0.43,1.5078594734632043,-0.011613784696174044,-1.3020805828946365,4.626927679362267,5.598415605095542
143,GJ 2030,5415.146316594372,0.96,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
144,GJ 2056,5415.146316594372,0.62,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
145,GJ 2126,4159.0,0.65,0.728,0.6,-0.84527,4.626927679362267,5.598415605095542
146,GJ 238,3465.0,0.4193,0.43069999999999997,0.15,-1.61618,4.626927679362267,5.598415605095542
147,GJ 251,3451.0,0.36,0.364,-0.03,-1.77211,4.626927679362267,2.0
148,GJ 27.1,3542.0,0.53,1.5078594734632043,-0.011613784696174044,-1.58503,4.626927679362267,5.598415605095542
149,GJ 273,3382.0,0.29,0.293,0.09,-2.05552,4.626927679362267,5.598415605095542
150,GJ 3082,5415.146316594372,0.47,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
151,GJ 3090,3629.5,0.519,0.518,-0.06,-1.34199,4.626927679362267,1.468
152,GJ 3138,3717.0,0.681,0.5,-0.3,-1.3467899999999997,4.626927679362267,5.598415605095542
153,GJ 317,3499.5766666666664,0.3890542,0.41741700000000004,-0.125,-0.13412174868390936,5.0,2.5
154,GJ 328,3897.75,0.6599999999999999,0.63,-0.03,-1.08,4.626927679362267,5.598415605095542
155,GJ 3293,3466.0,0.42,0.404,0.02,-1.657685,4.626927679362267,5.598415605095542
156,GJ 3323,3159.0,0.164,0.119,-0.27,-2.56864,4.626927679362267,5.598415605095542
157,GJ 3341,3526.0,0.47,0.439,-0.09,-1.538,4.626927679362267,5.598415605095542
158,GJ 341,3768.0,0.48,0.5183,-0.16,-0.13412174868390936,4.626927679362267,2.32
159,GJ 3470,3591.2,0.5230271,0.5096174545454546,0.2,-1.446,2.5,5.598415605095542
160,GJ 3512,3106.0,0.123,0.139,-0.07,-2.8041,5.5,2.0
161,GJ 357,3505.0,0.342,0.3389166666666667,-0.12,-1.79833,4.626927679362267,2.0
162,GJ 3634,5415.146316594372,0.45,0.43,-0.011613784696174044,-1.699,5.0,1.0
163,GJ 367,3521.555555555555,0.45483333333333337,0.45811111111111114,-0.01,-1.5396033333333332,4.626927679362267,5.598415605095542
164,GJ 3779,3324.0,0.27,0.281,0.0,-2.06198,4.626927679362267,2.0
165,GJ 3929,3376.166666666667,0.312,0.3201058333333333,-0.02,-1.96257,7.1,2.0
166,GJ 393,3579.0,0.426,0.426,-0.09,-1.57073,4.626927679362267,2.0
167,GJ 3942,3867.0,0.63,0.61,-0.04,-1.12,4.626927679362267,1.67
168,GJ 3988,3273.0,0.1842,0.19734,-0.12,-2.39513,4.626927679362267,2.0
169,GJ 3998,3724.6666666666665,0.5133333333333333,0.49666666666666665,-0.14,-1.3677400000000002,8.38,2.4861385350318472
170,GJ 411,3685.10625,0.39015475,0.374218625,-0.3612,-0.9220458743419546,8.047,3.799207802547771
171,GJ 422,3323.0,0.35,1.5078594734632043,-0.011613784696174044,-1.95861,4.626927679362267,5.598415605095542
172,GJ 4276,3387.0,0.406,0.407,0.12,-1.70553,6.9,2.0
173,GJ 433,4132.7154388647905,0.4891666666666666,1.171906315642136,-0.08107585646411603,-1.1006972495613032,4.626927679362267,5.598415605095542
174,GJ 436,3446.83,0.44780229411764705,0.4426251875,-0.15,-1.63335,6.0,0.24
175,GJ 463,3545.75,0.489,0.48824999999999996,-0.16,-0.13412174868390936,4.626927679362267,2.0
176,GJ 480,5415.146316594372,0.45,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
177,GJ 486,3311.25,0.32266666666666666,0.330693,0.07,-1.91721,4.0,2.0
178,GJ 504,6234.0,1.22,1.5078594734632043,0.28,0.332,0.16,5.598415605095542
179,GJ 508.2,3720.0,0.54,0.53,-0.15,-0.13412174868390936,4.626927679362267,2.0
180,GJ 514,3728.0,0.51,0.5,-0.14,-1.36653,0.8,5.598415605095542
181,GJ 536,3653.833333333333,0.5229550000000001,0.5206365,-0.08,-1.3649550000000001,4.2,3.399207802547771
182,GJ 581,3440.6205555555553,0.3082888111111111,0.31187519999999996,-0.0827,-1.88577,4.3,2.033333333333333
183,GJ 625,3499.0,0.3,0.31,-0.38,-1.894,4.626927679362267,0.2
184,GJ 649,3747.0733333333333,0.5266113333333333,0.500864,0.0444,-1.361,4.626927679362267,5.598415605095542
185,GJ 674,3600.0,0.35,1.5078594734632043,-0.28,-1.796,0.55,1.0
186,GJ 682,3028.0,0.27,1.5078594734632043,-0.011613784696174044,-2.69897,4.626927679362267,5.598415605095542
187,GJ 685,3816.0,0.55,0.54,-0.15,-1.253,4.626927679362267,1.33
188,GJ 687,4426.623158297186,0.41010425,0.9615415700649355,0.06919310765191297,-0.9030608743419546,4.626927679362267,5.598415605095542
189,GJ 724,3799.0,0.5271,0.52226,-0.02,-1.2909,4.626927679362267,2.0
190,GJ 740,3913.0,0.58,0.56,0.08,-1.206,4.626927679362267,0.92
191,GJ 806,3593.25,0.413,0.4183,-0.28,-1.58528,5.0,2.0
192,GJ 832,3533.6666666666665,0.4474948,0.4607785,-0.7,-1.585,8.1,2.1
193,GJ 849,3467.13,0.4912487619047619,0.46866075,0.308,-1.586475,3.8134638396811336,3.299207802547771
194,GJ 876,3274.9795,0.3429223735119048,0.3403908666666666,0.1160465538259565,-1.8963575,1.0,1.5196039012738853
195,GJ 887,3688.0,0.489,0.4712,-0.06,-1.43415,2.88,2.5
196,GJ 9066,3154.0,0.15,0.164,-0.13,-2.59517,4.626927679362267,2.0
197,GJ 9404,5415.146316594372,0.62,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
198,GJ 96,3785.0,0.6,1.5078594734632043,0.14,-1.05159,4.626927679362267,5.598415605095542
199,GJ 9689,3836.0,0.59,0.57,0.05,-1.2,8.9,1.47
200,GJ 9714,5415.146316594372,0.67,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
201,GJ 9773,3528.0,0.358,0.362,-0.2,-0.13412174868390936,4.626927679362267,2.0
202,GJ 9827,4267.858333333334,0.6219490740740741,0.6096883333333333,-0.43,-0.42420116578927286,8.488333333333333,1.3666666666666665
203,GPX-1,7519.5,1.68,1.5804,0.35,0.72673,0.27,40.0
204,GQ Lup,4360.0,0.7,1.94153,-0.011613784696174044,-0.13412174868390936,0.001,5.598415605095542
205,GSC 06214-00210,4277.333333333333,0.7735,0.90484,-0.011613784696174044,-0.42,0.01,5.598415605095542
206,GU Psc,5415.146316594372,0.325,1.5078594734632043,0.1,-0.13412174868390936,0.1,23.0
207,Gaia-1,5420.0,0.949,0.9571434999999999,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
208,Gaia-2,5720.0,1.0,1.0759150000000002,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
209,Gaia-4,4034.0,0.644,0.624,0.05,-0.99957,6.8,2.0
210,Gaia-5,3447.0,0.339,0.345,-0.18,-1.82594,8.2,2.0
211,Gaia22dkvL,5415.146316594372,1.148,1.5078594734632043,-0.011613784696174044,-0.13412174868390936,4.626927679362267,5.598415605095542
212,Gl 378,3879.0,0.56,0.56,0.06,-1.22185,4.626927679362267,5.598415605095542
213,Gl 410,3842.0,0.55,0.543,0.05,-1.239,0.48,5.598415605095542
214,Gl 686,3657.6666666666665,0.424,0.4246666666666667,-0.3,-1.55284,4.626927679362267,1.01
215,Gliese 12,3308.3333333333335,0.2412,0.26670900000000003,-0.29,-2.13077,7.0,2.0
216,HAT-P-11,4740.067222222222,0.8126274509803921,0.7298530000000001,0.31,-0.35956087434195466,6.5,1.5
217,HAT-P-12,4644.816153846154,0.7301666666666667,0.6994323333333333,-0.0632,-0.67978,2.5,0.5
218,HAT-P-13,5657.1875,1.27,1.6476199999999999,0.41,0.346,5.0,1.66
219,HAT-P-15,5587.11,1.0104,1.041019,0.22,0.0,6.8,2.0
220,HAT-P-17,5274.154285714285,0.8815,0.8403528571428571,0.0256,-0.30396500000000004,7.8,0.3
221,HAT-P-18,4806.111111111111,0.7706666666666666,0.7424821111111111,0.1,-0.569,12.4,0.5
222,HAT-P-19,4990.857142857143,0.8343333333333334,0.8063417142857142,0.23,-0.432,8.8,0.7
223,HAT-P-2,5872.336794660823,1.352125,1.529020645822511,0.05419310765191297,0.17543912565804531,2.5134638396811337,12.699207802547772
224,HAT-P-20,4597.87875,0.7502857142857142,0.6876958571428571,0.22,-0.72995,0.8,1.85
225,HAT-P-21,5595.666666666667,1.0642,1.1658333333333333,0.01,0.025,10.2,3.5
226,HAT-P-23,5906.223,1.0477142857142856,1.162845,0.15,0.199,4.0,8.1
227,HAT-P-25,5534.142857142857,1.0075,0.9386234285714286,0.31,-0.125,3.2,0.5
228,HAT-P-26,5074.114285714286,0.8637142857142857,0.8202222857142857,-0.04,-0.42,9.0,1.8
229,HAT-P-28,5683.676,1.025,1.091626,0.12,0.053,6.1,0.2
230,HAT-P-31,6080.0,1.2349999999999999,1.3991457142857142,0.15,0.43315,3.17,0.5
231,HAT-P-34,6467.125,1.7395,1.5561924999999999,0.08,0.6003,1.7,24.0
232,HAT-P-36,5577.505,1.0007777777777778,1.0685,0.26,0.02243,4.5,3.58
233,HAT-P-37,5495.4,0.929,0.8770613333333334,0.03,-0.208,3.6,3.07
234,HAT-P-38,5283.666666666667,0.885,0.9517866666666667,0.06,-0.208,10.1,0.4
235,HAT-P-40,6079.0,1.4156,2.1431083333333336,0.22,0.778,2.7,6.9
236,HAT-P-42,5762.333333333333,1.1542,1.4912466666666668,0.27,0.356,5.2,3.5
237,HAT-P-43,5656.907142857142,1.0386666666666666,1.1011714285714285,0.23,0.045,5.7,2.4
238,HAT-P-44,5259.032,0.93175,0.9655,0.33,-0.194,7.5,0.2
239,HAT-P-45,6032.0,1.1917499999999999,1.371616,0.07,0.4,2.0,9.3
240,HAT-P-46,6853.5,1.4436666666666664,1.39557,0.3,0.76421,2.5,4.9
241,HAT-P-49,6839.285714285715,1.6784,1.8835714285714287,0.074,0.814,1.5,16.0
242,HAT-P-5,5945.888888888889,1.0874000000000001,1.1369266666666666,0.24,0.1875,2.6,2.6
243,HAT-P-50,6280.0,1.273,1.7032633333333334,-0.18,0.60314,3.37,8.9
244,HAT-P-51,5445.816666666667,0.9730000000000001,1.0276483333333333,0.27,-0.06601,8.2,1.7
245,HAT-P-52,5098.026666666667,0.8775999999999999,0.8814354999999999,0.28,-0.37275,9.4,0.6
246,HAT-P-53,5967.666666666667,1.093,1.186606,0.0,0.21748,4.67,4.1
247,HAT-P-54,4329.342857142858,0.645,0.655046875,-0.127,-0.9017,3.9,2.35
248,HAT-P-55,5813.714285714285,1.0155,1.0324642857142856,-0.03,0.09656,4.2,1.8
249,HAT-P-56,6617.323333333334,1.3556666666666668,1.5301888888888888,-0.077,-0.13412174868390936,2.01,40.06
250,HAT-P-58,5878.5,1.031,1.53006,-0.224,0.45637,7.11,5.598415605095542
251,HAT-P-59,5591.433333333333,1.008,1.1212466666666667,0.217,0.05385,7.3,5.598415605095542
252,HAT-P-6,6610.425,1.353125,1.501375,-0.13,0.55267,2.3,8.7
253,HAT-P-60,6272.5,1.435,2.1885000000000003,0.037,0.80889,2.765,5.598415605095542
254,HAT-P-61,5525.6,1.004,0.9819599999999999,0.194,-0.1152,2.6,5.598415605095542
255,HAT-P-62,5618.0,1.023,1.1935333333333331,0.414,0.09061,8.1,5.598415605095542
256,HAT-P-63,5240.0,0.925,1.00345,0.251,-0.1463,9.0,5.598415605095542
257,HAT-P-64,6329.5,1.298,1.7425000000000002,-0.113,0.66839,2.88,5.598415605095542
258,HAT-P-65,5858.6,1.23325,1.783156,0.208,0.47276,3.9,7.1
259,HAT-P-66,6026.78,1.255,1.89825,0.035,0.6149,4.66,7.57
260,HAT-P-68,4412.513333333333,0.6785,0.7115946666666666,-0.059,-0.77911,11.1,0.0
261,HAT-P-69,7462.65,1.648,1.922,-0.069,1.0,1.27,77.44
262,HAT-P-70,8520.0,1.89,1.8860000000000001,-0.059,1.22272,0.6,99.85
263,HAT-P-9,6332.555555555556,1.28025,1.324375,0.12,0.41,1.6,12.5
264,HATS-1,5870.0,0.986,1.0130182,-0.06,0.04139,6.0,2.52
265,HATS-10,5887.25,1.101,1.136735,0.15,0.117,3.3,5.68
266,HATS-11,6085.0,1.0975000000000001,1.3931371428571429,0.03,0.35943,7.7,3.8
267,HATS-12,6195.0,1.2877883333333333,1.343324,-0.1,0.86332,2.36,6.57
